,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,2275円,148分,102.1%,12918件
1,500-549,2547円,147分,102.3%,4060件
2,550-599,3075円,144分,102.9%,2139件
3,600-649,3124円,143分,102.9%,1441件
4,650-699,2996円,141分,102.8%,1204件
5,700-749,2928円,139分,102.8%,1017件
6,750-799,3427円,137分,103.3%,959件
7,800-849,3627円,132分,103.7%,942件
8,850-899,3303円,133分,103.3%,964件
9,900-949,3720円,129分,103.8%,868件
10,950-999,3395円,128分,103.5%,845件
11,1000-1049,3944円,125分,104.2%,917件
12,1050-1099,4586円,126分,104.9%,903件
13,1100-1149,4054円,121分,104.5%,795件
14,1150-1199,4116円,117分,104.7%,949件
15,1200-1249,4444円,115分,105.2%,919件
16,1250-1299,4635円,113分,105.4%,861件
17,1300-1349,5497円,110分,106.7%,869件
18,1350-1399,5757円,109分,107%,826件
19,1400-1449,5205円,107分,106.5%,866件
20,1450-1499,5385円,103分,107%,790件
21,1500-1549,5185円,98分,107.1%,726件
22,1550-1599,6044円,98分,108.2%,706件
23,1600-1649,5141円,94分,107.3%,715件
24,1650-1699,5884円,92分,108.5%,699件
25,1700-1749,5821円,89分,108.8%,712件
26,1750-1799,6305円,85分,109.9%,645件
27,1800-1849,6778円,83分,110.9%,602件
28,1850-1899,6881円,81分,111.3%,633件
29,1900-1949,7036円,79分,111.9%,594件
30,1950-1999,6849円,74分,112.3%,590件
31,2000-2049,7111円,73分,113%,603件
32,2050-2099,7632円,69分,114.8%,605件
33,2100-2149,7948円,65分,116.3%,529件
34,2150-2199,7800円,59分,117.5%,561件
35,2200-2249,7319円,54分,118.2%,523件
36,2250-2299,7800円,48分,121.5%,510件
37,2300-2349,8199円,46分,123.6%,493件
38,2350-2399,8015円,44分,124.2%,477件
39,2400-2449,8101円,42分,125.7%,475件
40,2450-2499,8355円,41分,127%,483件
41,2500-2549,9103円,39分,131.5%,447件
42,2550-2599,9355円,38分,132.8%,447件
43,2600-2649,9463円,38分,133.6%,436件
44,2650-2699,9919円,36分,136.5%,401件
45,2700-2749,10917円,33分,144%,418件
46,2750-2799,11117円,31分,147.8%,395件
47,2800-2849,11576円,28分,155.3%,382件
48,2850-2899,12505円,26分,164.2%,357件
49,2900-2949,12409円,27分,162.4%,319件
