,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4164円,121分,104.6%,4329件
1,1100-1149,4263円,121分,104.7%,4157件
2,1150-1199,4585円,117分,105.2%,4100件
3,1200-1249,4408円,115分,105.1%,4064件
4,1250-1299,4351円,113分,105.1%,3954件
5,1300-1349,4562円,109分,105.6%,3805件
6,1350-1399,4785円,108分,105.9%,3801件
7,1400-1449,5156円,106分,106.5%,3716件
8,1450-1499,5082円,102分,106.6%,3647件
9,1500-1549,5249円,100分,107%,3522件
10,1550-1599,5285円,97分,107.2%,3467件
11,1600-1649,5259円,94分,107.4%,3373件
12,1650-1699,5441円,92分,107.9%,3216件
13,1700-1749,5210円,89分,107.8%,3276件
14,1750-1799,5658円,86分,108.8%,3225件
15,1800-1849,5395円,82分,108.8%,2984件
16,1850-1899,6079円,79分,110.2%,3048件
17,1900-1949,6120円,77分,110.7%,2970件
18,1950-1999,5916円,74分,110.7%,2867件
19,2000-2049,6001円,71分,111.3%,2784件
20,2050-2099,6163円,68分,112.1%,2706件
21,2100-2149,6211円,65分,112.8%,2647件
22,2150-2199,6619円,61分,114.6%,2543件
23,2200-2249,6882円,57分,116%,2522件
24,2250-2299,6785円,55分,116.5%,2456件
25,2300-2349,7117円,51分,118.6%,2365件
26,2350-2399,7260円,48分,120.1%,2424件
27,2400-2449,7563円,46分,121.9%,2266件
28,2450-2499,7578円,45分,122.5%,1926件
