,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,6080円,111分,107.3%,801件
1,1400-1449,5396円,110分,106.6%,754件
2,1450-1499,5637円,108分,107%,789件
3,1500-1549,6457円,101分,108.5%,802件
4,1550-1599,5979円,99分,108.1%,748件
5,1600-1649,6759円,98分,109.2%,629件
6,1650-1699,6490円,95分,109.1%,630件
7,1700-1749,6701円,92分,109.7%,628件
8,1750-1799,6172円,89分,109.2%,612件
9,1800-1849,6384円,85分,110%,615件
10,1850-1899,6728円,81分,111.1%,569件
11,1900-1949,6753円,79分,111.4%,546件
12,1950-1999,6697円,73分,112.2%,542件
13,2000-2049,6781円,71分,112.7%,511件
14,2050-2099,6530円,68分,112.8%,508件
15,2100-2149,6824円,67分,113.6%,488件
16,2150-2199,7109円,62分,115.3%,476件
17,2200-2249,7414円,58分,117.1%,462件
18,2250-2299,7462円,56分,117.8%,462件
19,2300-2349,7570円,51分,119.7%,422件
20,2350-2399,7518円,50分,120%,407件
21,2400-2449,7536円,48分,121.1%,372件
22,2450-2499,8354円,46分,124.4%,386件
23,2500-2549,8567円,44分,125.9%,371件
24,2550-2599,9208円,42分,129%,358件
25,2600-2649,9799円,40分,132.6%,389件
26,2650-2699,10509円,38分,137.1%,350件
27,2700-2749,10980円,35分,141.7%,372件
28,2750-2799,12009円,33分,148.4%,325件
29,2800-2849,12541円,30分,155.3%,307件
30,2850-2899,13583円,27分,167%,282件
31,2900-2949,14463円,24分,181.5%,247件
