,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2953円,160分,97.5%,3958件
1,200-249,-2982円,160分,97.5%,5030件
2,250-299,-2960円,159分,97.5%,4444件
3,300-349,-2489円,155分,97.9%,4200件
4,350-399,-2324円,154分,98%,3705件
5,400-449,-2252円,152分,98%,3363件
6,450-499,-2039円,151分,98.2%,3154件
7,500-549,-1678円,147分,98.5%,3037件
8,550-599,-1930円,146分,98.2%,2669件
9,600-649,-1523円,144分,98.6%,2600件
10,650-699,-933円,140分,99.1%,2447件
11,700-749,-683円,139分,99.3%,2316件
12,750-799,-880円,136分,99.1%,4201件
13,800-849,-750円,135分,99.3%,2416件
14,850-899,-818円,133分,99.2%,2444件
15,900-949,-537円,131分,99.5%,2042件
16,950-999,-116円,128分,99.9%,1885件
17,1000-1049,-49円,125分,99.9%,1837件
18,1050-1099,-317円,124分,99.7%,1777件
19,1100-1149,-131円,122分,99.9%,1672件
20,1150-1199,515円,118分,100.6%,1710件
21,1200-1249,1178円,116分,101.4%,1539件
22,1250-1299,635円,114分,100.7%,1573件
23,1300-1349,1271円,110分,101.5%,1592件
24,1350-1399,790円,108分,101%,1507件
25,1400-1449,1219円,106分,101.5%,1543件
26,1450-1499,1900円,102分,102.5%,1458件
27,1500-1549,1942円,100分,102.6%,1454件
28,1550-1599,2161円,98分,102.9%,1335件
29,1600-1649,2285円,94分,103.2%,1347件
30,1650-1699,2594円,93分,103.7%,1269件
31,1700-1749,2195円,90分,103.3%,1261件
32,1750-1799,2737円,86分,104.2%,1192件
33,1800-1849,3017円,83分,104.9%,1204件
34,1850-1899,2995円,80分,105%,1177件
35,1900-1949,3236円,76分,105.6%,1119件
36,1950-1999,3258円,72分,106.1%,1143件
37,2000-2049,3762円,70分,107.2%,1100件
38,2050-2099,3730円,67分,107.4%,1087件
39,2100-2149,4353円,64分,109%,1076件
40,2150-2199,4350円,61分,109.5%,988件
41,2200-2249,4226円,58分,109.8%,970件
42,2250-2299,4739円,55分,111.5%,960件
43,2300-2349,5226円,50分,113.9%,968件
44,2350-2399,5414円,48分,115%,885件
45,2400-2449,5598円,45分,116.4%,938件
46,2450-2499,6261円,44分,119%,844件
47,2500-2549,6721円,43分,120.8%,826件
48,2550-2599,7203円,41分,123.5%,786件
49,2600-2649,7776円,40分,126.2%,700件
50,2650-2699,8482円,37分,130.9%,584件
51,2700-2749,9154円,34分,135.7%,514件
52,2750-2799,9828円,31分,142.1%,397件
53,2800-2849,10872円,28分,151%,300件
54,2850-2899,11789円,25分,162.8%,266件
55,2900-2949,12857円,23分,175.9%,182件
