,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,3305円,136分,103.2%,156件
1,750-799,1697円,140分,101.6%,189件
2,800-849,4338円,135分,104.3%,210件
3,850-899,3498円,135分,103.5%,229件
4,900-949,4313円,129分,104.5%,272件
5,950-999,3027円,132分,103%,277件
6,1000-1049,4153円,129分,104.3%,269件
7,1050-1099,4820円,124分,105.2%,311件
8,1100-1149,3505円,125分,103.7%,327件
9,1150-1199,3804円,120分,104.2%,360件
10,1200-1249,5128円,116分,105.9%,353件
11,1250-1299,5225円,118分,105.9%,351件
12,1300-1349,4802円,111分,105.8%,342件
13,1350-1399,5571円,105分,107.1%,343件
14,1400-1449,5131円,106分,106.5%,330件
15,1450-1499,5333円,105分,106.8%,334件
16,1500-1549,5217円,102分,106.8%,283件
17,1550-1599,4465円,100分,106%,273件
18,1600-1649,5177円,97分,107.1%,274件
19,1650-1699,5715円,92分,108.3%,286件
20,1700-1749,5650円,90分,108.4%,249件
21,1750-1799,5104円,88分,107.7%,255件
22,1800-1849,6019円,86分,109.3%,263件
23,1850-1899,6279円,79分,110.5%,223件
24,1900-1949,6801円,81分,111.2%,199件
25,1950-1999,6530円,73分,111.8%,216件
26,2000-2049,7769円,70分,114.8%,197件
27,2050-2099,5308円,69分,110.3%,173件
28,2100-2149,7439円,63分,115.8%,162件
29,2150-2199,6407円,59分,114.5%,179件
30,2200-2249,6785円,55分,116.4%,184件
31,2250-2299,7955円,50分,121.3%,164件
32,2300-2349,7668円,50分,120.6%,157件
33,2350-2399,6892円,48分,119.2%,143件
34,2400-2449,8513円,43分,126.2%,140件
35,2450-2499,7612円,46分,122.2%,140件
36,2500-2549,8533円,42分,126.9%,123件
37,2550-2599,9190円,41分,129.7%,130件
38,2600-2649,8868円,40分,129.2%,114件
39,2650-2699,9906円,36分,136.4%,120件
40,2700-2749,10787円,35分,141%,145件
41,2750-2799,11181円,32分,146.1%,124件
42,2800-2849,12124円,29分,155.1%,110件
43,2850-2899,13806円,26分,170.4%,107件
44,2900-2949,13972円,24分,176.6%,102件
