,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,6176円,109分,107.6%,163件
1,1400-1449,5628円,111分,106.7%,193件
2,1450-1499,6461円,107分,108%,180件
3,1500-1549,6641円,104分,108.5%,150件
4,1550-1599,6045円,105分,107.7%,158件
5,1600-1649,6753円,97分,109.3%,157件
6,1650-1699,6668円,96分,109.2%,178件
7,1700-1749,8262円,89分,112.4%,181件
8,1750-1799,5385円,90分,108%,156件
9,1800-1849,8788円,83分,114.2%,164件
10,1850-1899,8134円,81分,113.3%,156件
11,1900-1949,7241円,78分,112.4%,131件
12,1950-1999,6905円,74分,112.4%,137件
13,2000-2049,7496円,68分,114.6%,127件
14,2050-2099,8424円,66分,117.1%,139件
15,2100-2149,8247円,64分,117.2%,102件
16,2150-2199,9189円,60分,120.4%,112件
17,2200-2249,8009円,53分,120%,94件
18,2250-2299,8639円,54分,121.5%,100件
19,2300-2349,7505円,49分,120.4%,96件
20,2350-2399,8261円,46分,123.7%,104件
21,2400-2449,7175円,50分,119.1%,94件
22,2450-2499,9152円,43分,128.4%,87件
23,2500-2549,9213円,43分,128.8%,92件
24,2550-2599,9318円,41分,130.1%,90件
25,2600-2649,9444円,40分,131.1%,85件
26,2650-2699,10645円,35分,140.2%,69件
27,2700-2749,10530円,35分,140.3%,86件
28,2750-2799,11652円,34分,146%,75件
29,2800-2849,12910円,29分,159%,71件
30,2850-2899,13442円,27分,167.4%,52件
31,2900-2949,14915円,24分,183%,63件
