,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-372円,147分,99.7%,118件
1,550-599,1407円,139分,101.3%,199件
2,600-649,644円,143分,100.6%,342件
3,650-699,601円,140分,100.6%,429件
4,700-749,1855円,133分,101.9%,451件
5,750-799,1102円,133分,101.1%,432件
6,800-849,1049円,133分,101.1%,455件
7,850-899,1604円,129分,101.7%,459件
8,900-949,1406円,131分,101.4%,476件
9,950-999,2210円,125分,102.4%,476件
10,1000-1049,1653円,125分,101.8%,444件
11,1050-1099,2946円,120分,103.3%,444件
12,1100-1149,2274円,121分,102.5%,543件
13,1150-1199,2597円,116分,103%,521件
14,1200-1249,2421円,114分,102.8%,558件
15,1250-1299,3210円,112分,103.8%,444件
16,1300-1349,2588円,107分,103.2%,467件
17,1350-1399,3141円,108分,103.9%,402件
18,1400-1449,3169円,104分,104.1%,405件
19,1450-1499,3265円,103分,104.2%,336件
20,1500-1549,3379円,97分,104.6%,329件
21,1550-1599,4321円,96分,106%,345件
22,1600-1649,4434円,92分,106.4%,290件
23,1650-1699,4186円,92分,106.1%,304件
24,1700-1749,4722円,88分,107.2%,324件
25,1750-1799,4534円,84分,107.2%,320件
26,1800-1849,4670円,84分,107.4%,314件
27,1850-1899,5008円,79分,108.4%,240件
28,1900-1949,5224円,75分,109.2%,255件
29,1950-1999,5964円,72分,111%,251件
30,2000-2049,6570円,69分,112.7%,254件
31,2050-2099,5526円,66分,111.1%,242件
32,2100-2149,6243円,63分,113.2%,230件
33,2150-2199,6480円,57分,115%,227件
34,2200-2249,6420円,52分,116.4%,232件
35,2250-2299,6623円,49分,118.2%,207件
36,2300-2349,7297円,45分,121.8%,203件
37,2350-2399,7164円,44分,121.5%,187件
38,2400-2449,7248円,42分,123.2%,187件
39,2450-2499,8282円,40分,127.9%,171件
40,2500-2549,8231円,40分,127.1%,177件
41,2550-2599,8962円,39分,130.4%,159件
42,2600-2649,9108円,38分,131.9%,164件
43,2650-2699,9285円,35分,134.9%,157件
44,2700-2749,9774円,34分,138.5%,158件
45,2750-2799,10431円,31分,144.3%,136件
46,2800-2849,11282円,29分,152.5%,125件
47,2850-2899,12081円,26分,162.4%,157件
48,2900-2949,12910円,22分,178.1%,128件
