,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,3364円,134分,103.3%,34件
1,850-899,4891円,135分,104.8%,41件
2,900-949,3861円,123分,104.2%,58件
3,950-999,4318円,133分,104.3%,47件
4,1000-1049,3377円,119分,103.8%,60件
5,1050-1099,6740円,122分,107.4%,65件
6,1100-1149,3645円,123分,104%,81件
7,1150-1199,2425円,116分,102.8%,67件
8,1200-1249,4036円,113分,104.8%,75件
9,1250-1299,5904円,108分,107.3%,102件
10,1300-1349,4497円,113分,105.3%,96件
11,1350-1399,5540円,111分,106.7%,101件
12,1400-1449,5212円,109分,106.4%,108件
13,1450-1499,4321円,103分,105.6%,112件
14,1500-1549,4512円,103分,105.8%,133件
15,1550-1599,5427円,94分,107.7%,114件
16,1600-1649,4867円,96分,106.7%,101件
17,1650-1699,4860円,98分,106.6%,113件
18,1700-1749,6631円,88分,110.1%,109件
19,1750-1799,5760円,90分,108.6%,121件
20,1800-1849,6937円,81分,111.4%,117件
21,1850-1899,3873円,82分,106.3%,104件
22,1900-1949,7363円,72分,113.6%,101件
23,1950-1999,7231円,75分,112.8%,112件
24,2000-2049,6876円,67分,113.6%,84件
25,2050-2099,6264円,68分,112.3%,93件
26,2100-2149,6023円,62分,112.9%,81件
27,2150-2199,9032円,56分,121.6%,107件
28,2200-2249,6202円,55分,115.1%,60件
29,2250-2299,8530円,49分,123.2%,76件
30,2300-2349,8002円,43分,124.7%,65件
31,2350-2399,7581円,46分,122%,59件
32,2400-2449,8010円,42分,125.5%,73件
33,2450-2499,8778円,41分,128.6%,71件
34,2500-2549,8208円,43分,125.6%,72件
35,2550-2599,8663円,42分,127.4%,54件
36,2600-2649,8748円,40分,129.5%,58件
37,2650-2699,9142円,38分,132.3%,60件
38,2700-2749,9983円,35分,138.4%,57件
39,2750-2799,10481円,31分,145.3%,41件
40,2800-2849,11128円,28分,152.4%,58件
41,2850-2899,12617円,27分,162.7%,49件
42,2900-2949,13961円,21分,187.7%,42件
