,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,8011円,109分,109.8%,448件
1,1400-1449,7083円,108分,108.7%,444件
2,1450-1499,8024円,104分,110.3%,445件
3,1500-1549,7622円,103分,109.9%,399件
4,1550-1599,8103円,99分,111%,368件
5,1600-1649,8625円,96分,112%,352件
6,1650-1699,7938円,93分,111.3%,376件
7,1700-1749,8927円,90分,113.2%,411件
8,1750-1799,8679円,85分,113.6%,373件
9,1800-1849,7921円,87分,112.2%,358件
10,1850-1899,9199円,82分,115%,327件
11,1900-1949,9402円,79分,115.9%,312件
12,1950-1999,8628円,76分,115.1%,285件
13,2000-2049,10319円,73分,118.9%,332件
14,2050-2099,10142円,70分,119.2%,292件
15,2100-2149,9505円,64分,119.7%,295件
16,2150-2199,9590円,59分,121.6%,256件
17,2200-2249,9491円,55分,122.8%,272件
18,2250-2299,10423円,49分,128.5%,274件
19,2300-2349,9766円,47分,127.8%,254件
20,2350-2399,9761円,44分,129.9%,279件
21,2400-2449,9987円,43分,131.3%,252件
22,2450-2499,9780円,43分,130.4%,239件
23,2500-2549,10968円,39分,137.1%,253件
24,2550-2599,10790円,39分,137.2%,215件
25,2600-2649,11228円,37分,140.6%,248件
26,2650-2699,11677円,36分,143.5%,211件
27,2700-2749,11958円,34分,146.6%,201件
28,2750-2799,12788円,33分,152.4%,192件
29,2800-2849,13211円,29分,160.2%,215件
30,2850-2899,13462円,26分,168.3%,170件
31,2900-2949,14939円,24分,182.4%,156件
