,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,6788円,111分,108.2%,101件
1,1300-1349,6700円,114分,107.8%,108件
2,1350-1399,6470円,109分,107.9%,101件
3,1400-1449,6018円,105分,107.6%,110件
4,1450-1499,4950円,106分,106.3%,131件
5,1500-1549,5728円,102分,107.5%,113件
6,1550-1599,5972円,98分,108.1%,144件
7,1600-1649,6489円,95分,109.1%,130件
8,1650-1699,6935円,95分,109.8%,138件
9,1700-1749,7544円,95分,110.6%,127件
10,1750-1799,6824円,88分,110.4%,113件
11,1800-1849,6300円,84分,110%,144件
12,1850-1899,6569円,79分,111.1%,139件
13,1900-1949,5860円,79分,109.9%,125件
14,1950-1999,8092円,75分,114.5%,126件
15,2000-2049,6703円,71分,112.6%,93件
16,2050-2099,5072円,70分,109.6%,98件
17,2100-2149,7168円,69分,113.8%,90件
18,2150-2199,7981円,64分,116.7%,91件
19,2200-2249,7680円,56分,118.3%,106件
20,2250-2299,8217円,53分,120.7%,87件
21,2300-2349,8261円,48分,122.8%,83件
22,2350-2399,7426円,48分,120.7%,86件
23,2400-2449,8363円,45分,124.6%,81件
24,2450-2499,7803円,44分,123.5%,64件
25,2500-2549,8282円,45分,124.8%,80件
26,2550-2599,8695円,44分,126.5%,76件
27,2600-2649,9430円,40分,131.6%,66件
28,2650-2699,10697円,38分,137.4%,60件
29,2700-2749,10560円,36分,139.4%,51件
30,2750-2799,11918円,32分,150.1%,54件
31,2800-2849,12620円,31分,154.3%,74件
32,2850-2899,13183円,27分,164.2%,63件
33,2900-2949,14833円,24分,183%,47件
