,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1289円,141分,101.2%,928件
1,600-649,679円,142分,100.6%,1228件
2,650-699,1084円,138分,101%,1115件
3,700-749,1577円,135分,101.6%,998件
4,750-799,1911円,133分,101.9%,886件
5,800-849,1683円,134分,101.7%,787件
6,850-899,1690円,131分,101.7%,768件
7,900-949,2123円,127分,102.2%,731件
8,950-999,1566円,129分,101.6%,639件
9,1000-1049,2740円,123分,103%,616件
10,1050-1099,2565円,121分,102.8%,531件
11,1100-1149,2924円,120分,103.3%,538件
12,1150-1199,3028円,115分,103.5%,980件
13,1200-1249,3115円,113分,103.7%,533件
14,1250-1299,3699円,110分,104.5%,572件
15,1300-1349,3627円,110分,104.4%,526件
16,1350-1399,4032円,106分,105.1%,448件
17,1400-1449,3234円,105分,104.1%,444件
18,1450-1499,4258円,100分,105.7%,445件
19,1500-1549,3897円,100分,105.2%,399件
20,1550-1599,4507円,95分,106.3%,368件
21,1600-1649,5080円,93分,107.3%,352件
22,1650-1699,4544円,90分,106.7%,376件
23,1700-1749,5570円,87分,108.5%,411件
24,1750-1799,5466円,82分,108.8%,373件
25,1800-1849,4752円,84分,107.6%,358件
26,1850-1899,6044円,79分,110.2%,327件
27,1900-1949,6328円,76分,111.1%,312件
28,1950-1999,5755円,74分,110.4%,285件
29,2000-2049,7388円,70分,114%,332件
30,2050-2099,7293円,68分,114.3%,292件
31,2100-2149,6927円,62分,114.9%,295件
32,2150-2199,7173円,57分,116.7%,256件
33,2200-2249,7291円,53分,118.2%,272件
34,2250-2299,8354円,47分,123.8%,274件
35,2300-2349,7814円,45分,123.1%,254件
36,2350-2399,7918円,42分,125.2%,279件
37,2400-2449,8177円,41分,126.7%,252件
38,2450-2499,7970円,41分,125.8%,239件
39,2500-2549,9183円,38分,132.4%,253件
40,2550-2599,9005円,37分,132.4%,215件
41,2600-2649,9444円,35分,135.6%,248件
42,2650-2699,9892円,34分,138.6%,211件
43,2700-2749,10173円,33分,141.6%,201件
44,2750-2799,11004円,31分,147.4%,192件
45,2800-2849,11426円,28分,155.1%,215件
46,2850-2899,11678円,25分,163%,170件
47,2900-2949,13154円,23分,177.6%,156件
