,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,8159円,111分,109.8%,826件
1,1400-1449,7510円,109分,109.2%,866件
2,1450-1499,7619円,105分,109.7%,790件
3,1500-1549,7290円,100分,109.8%,726件
4,1550-1599,8220円,100分,110.9%,706件
5,1600-1649,7168円,96分,110%,715件
6,1650-1699,7917円,94分,111.2%,699件
7,1700-1749,7758円,90分,111.5%,712件
8,1750-1799,8208円,87分,112.6%,645件
9,1800-1849,8671円,84分,113.7%,602件
10,1850-1899,8723円,83分,114.1%,633件
11,1900-1949,8844円,80分,114.7%,594件
12,1950-1999,8555円,76分,115%,590件
13,2000-2049,8796円,74分,115.8%,603件
14,2050-2099,9255円,70分,117.6%,605件
15,2100-2149,9511円,66分,119.1%,529件
16,2150-2199,9232円,61分,120.3%,561件
17,2200-2249,8586円,55分,120.9%,523件
18,2250-2299,8996円,49分,124.3%,510件
19,2300-2349,9333円,47分,126.3%,493件
20,2350-2399,9100円,45分,126.9%,477件
21,2400-2449,9164円,43分,128.4%,475件
22,2450-2499,9416円,42分,129.7%,483件
23,2500-2549,10164円,40分,134.3%,447件
24,2550-2599,10416円,39分,135.7%,447件
25,2600-2649,10524円,38分,136.5%,436件
26,2650-2699,10979円,37分,139.4%,401件
27,2700-2749,11978円,34分,147%,418件
28,2750-2799,12178円,32分,150.8%,395件
29,2800-2849,12637円,29分,158.4%,382件
30,2850-2899,13565円,27分,167.2%,357件
31,2900-2949,13470円,27分,165.4%,319件
