,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,5803円,118分,106.5%,727件
1,1250-1299,6261円,116分,107.2%,654件
2,1300-1349,5880円,113分,106.9%,617件
3,1350-1399,6306円,111分,107.6%,636件
4,1400-1449,6018円,109分,107.3%,560件
5,1450-1499,6525円,105分,108.3%,550件
6,1500-1549,7044円,102分,109.2%,508件
7,1550-1599,6566円,100分,108.7%,521件
8,1600-1649,7120円,97分,109.8%,577件
9,1650-1699,6710円,93分,109.6%,504件
10,1700-1749,6729円,92分,109.7%,519件
11,1750-1799,7594円,87分,111.6%,492件
12,1800-1849,7999円,84分,112.6%,453件
13,1850-1899,7437円,84分,111.9%,417件
14,1900-1949,8195円,79分,113.9%,468件
15,1950-1999,8717円,77分,115.1%,430件
16,2000-2049,7552円,71分,114.2%,415件
17,2050-2099,7803円,68分,115.4%,379件
18,2100-2149,8055円,63分,117.1%,390件
19,2150-2199,8716円,58分,119.9%,405件
20,2200-2249,8721円,56分,120.9%,384件
21,2250-2299,7896円,52分,120.4%,402件
22,2300-2349,8018円,50分,121.6%,352件
23,2350-2399,8354円,48分,123.4%,349件
24,2400-2449,9107円,45分,127.2%,372件
25,2450-2499,8765円,44分,126.8%,314件
26,2500-2549,9331円,42分,129.8%,353件
27,2550-2599,9803円,41分,131.7%,324件
28,2600-2649,10193円,39分,134.6%,303件
29,2650-2699,10710円,38分,137.5%,270件
30,2700-2749,10688円,36分,140.1%,300件
31,2750-2799,11550円,33分,146.9%,250件
32,2800-2849,12778円,30分,156.6%,259件
33,2850-2899,13466円,26分,168.6%,244件
34,2900-2949,14405円,24分,178.7%,206件
