,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,3881円,141分,103.7%,1204件
1,700-749,3806円,140分,103.6%,1017件
2,750-799,4300円,138分,104.2%,959件
3,800-849,4477円,133分,104.5%,942件
4,850-899,4145円,133分,104.1%,964件
5,900-949,4548円,130分,104.7%,868件
6,950-999,4210円,129分,104.4%,845件
7,1000-1049,4751円,126分,105%,917件
8,1050-1099,5410円,126分,105.7%,903件
9,1100-1149,4836円,122分,105.3%,795件
10,1150-1199,4871円,117分,105.5%,949件
11,1200-1249,5197円,116分,106%,919件
12,1250-1299,5380円,114分,106.3%,861件
13,1300-1349,6238円,111分,107.5%,869件
14,1350-1399,6500円,110分,107.9%,826件
15,1400-1449,5919円,107分,107.4%,866件
16,1450-1499,6076円,103分,107.8%,790件
17,1500-1549,5837円,98分,107.9%,726件
18,1550-1599,6718円,99分,109%,706件
19,1600-1649,5768円,95分,108.1%,715件
20,1650-1699,6513円,93分,109.4%,699件
21,1700-1749,6420円,89分,109.6%,712件
22,1750-1799,6894円,86分,110.7%,645件
23,1800-1849,7364円,83分,111.8%,602件
24,1850-1899,7451円,81分,112.2%,633件
25,1900-1949,7596円,79分,112.8%,594件
26,1950-1999,7377円,75分,113.1%,590件
27,2000-2049,7633円,73分,113.9%,603件
28,2050-2099,8134円,69分,115.7%,605件
29,2100-2149,8432円,65分,117.2%,529件
30,2150-2199,8243円,60分,118.4%,561件
31,2200-2249,7711円,54分,119%,523件
32,2250-2299,8170円,49分,122.4%,510件
33,2300-2349,8550円,47分,124.5%,493件
34,2350-2399,8351円,44分,125.1%,477件
35,2400-2449,8430円,42分,126.6%,475件
36,2450-2499,8683円,42分,127.9%,483件
37,2500-2549,9431円,39分,132.4%,447件
38,2550-2599,9683円,38分,133.7%,447件
39,2600-2649,9791円,38分,134.5%,436件
40,2650-2699,10247円,37分,137.4%,401件
41,2700-2749,11245円,33分,145%,418件
42,2750-2799,11445円,31分,148.7%,395件
43,2800-2849,11904円,28分,156.2%,382件
44,2850-2899,12833円,26分,165.2%,357件
45,2900-2949,12737円,27分,163.3%,319件
