,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,901円,150分,100.8%,149件
1,450-499,-391円,151分,99.7%,183件
2,500-549,-67円,151分,99.9%,224件
3,550-599,679円,141分,100.6%,295件
4,600-649,-890円,145分,99.2%,332件
5,650-699,1267円,140分,101.2%,357件
6,700-749,1068円,140分,101%,404件
7,750-799,1254円,138分,101.2%,455件
8,800-849,1009円,137分,101%,487件
9,850-899,1433円,133分,101.4%,469件
10,900-949,1588円,131分,101.6%,523件
11,950-999,933円,131分,100.9%,542件
12,1000-1049,1137円,127分,101.2%,596件
13,1050-1099,2140円,121分,102.4%,612件
14,1100-1149,2091円,126分,102.2%,603件
15,1150-1199,2076円,119分,102.3%,612件
16,1200-1249,2820円,114分,103.3%,583件
17,1250-1299,2321円,115分,102.7%,528件
18,1300-1349,2334円,112分,102.8%,554件
19,1350-1399,3242円,108分,104%,518件
20,1400-1449,2585円,106分,103.2%,480件
21,1450-1499,2877円,104分,103.7%,488件
22,1500-1549,3270円,102分,104.3%,486件
23,1550-1599,4005円,97分,105.5%,458件
24,1600-1649,3463円,94分,104.9%,460件
25,1650-1699,3920円,93分,105.6%,449件
26,1700-1749,3460円,88分,105.2%,391件
27,1750-1799,4397円,87分,106.8%,358件
28,1800-1849,4335円,84分,106.9%,379件
29,1850-1899,5158円,79分,108.7%,323件
30,1900-1949,4280円,77分,107.4%,307件
31,1950-1999,5976円,74分,110.8%,307件
32,2000-2049,4492円,71分,108.5%,298件
33,2050-2099,4836円,68分,109.5%,301件
34,2100-2149,5417円,62分,111.6%,289件
35,2150-2199,5536円,60分,112.2%,271件
36,2200-2249,5551円,57分,112.9%,270件
37,2250-2299,6036円,52分,115.5%,236件
38,2300-2349,5088円,53分,112.9%,245件
39,2350-2399,6190円,48分,117.1%,206件
40,2400-2449,6315円,46分,118.2%,237件
41,2450-2499,7497円,43分,123.5%,222件
42,2500-2549,7466円,42分,123.9%,216件
43,2550-2599,7860円,41分,125.6%,255件
44,2600-2649,8025円,40分,126.9%,214件
45,2650-2699,8866円,37分,132.4%,189件
46,2700-2749,9817円,34分,138.1%,190件
47,2750-2799,10364円,33分,142.1%,178件
48,2800-2849,11337円,29分,151.6%,175件
49,2850-2899,12080円,26分,162.4%,149件
50,2900-2949,13586円,23分,177.4%,137件
