,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,6638円,109分,108.1%,668件
1,1450-1499,5654円,107分,107%,623件
2,1500-1549,5945円,105分,107.6%,643件
3,1550-1599,6624円,99分,108.9%,654件
4,1600-1649,6546円,96分,109.1%,634件
5,1650-1699,7216円,95分,110.1%,532件
6,1700-1749,6587円,92分,109.5%,519件
7,1750-1799,7076円,89分,110.6%,531件
8,1800-1849,6628円,86分,110.3%,508件
9,1850-1899,6645円,82分,110.8%,508件
10,1900-1949,7150円,78分,112.2%,475件
11,1950-1999,7258円,75分,112.9%,452件
12,2000-2049,6765円,70分,112.8%,451件
13,2050-2099,7068円,68分,113.9%,434件
14,2100-2149,7069円,63分,114.9%,430件
15,2150-2199,7473円,63分,115.9%,399件
16,2200-2249,7352円,58分,116.9%,394件
17,2250-2299,7578円,53分,118.9%,378件
18,2300-2349,7749円,51分,120.2%,381件
19,2350-2399,8154円,48分,122.6%,346件
20,2400-2449,7901円,48分,122.1%,327件
21,2450-2499,8226円,45分,124.2%,315件
22,2500-2549,9076円,44分,127.7%,333件
23,2550-2599,9160円,42分,128.8%,305件
24,2600-2649,9829円,40分,132.6%,280件
25,2650-2699,10486円,38分,136.8%,318件
26,2700-2749,11290円,35分,142.5%,289件
27,2750-2799,11683円,32分,148%,306件
28,2800-2849,12896円,30分,157%,268件
29,2850-2899,13612円,27分,168.2%,260件
30,2900-2949,14698円,24分,181.7%,212件
