,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5466円,124分,105.9%,81件
1,1150-1199,4077円,117分,104.6%,67件
2,1200-1249,5726円,114分,106.7%,75件
3,1250-1299,7614円,109分,109.3%,102件
4,1300-1349,6207円,114分,107.2%,96件
5,1350-1399,7258円,112分,108.6%,101件
6,1400-1449,6893円,110分,108.3%,108件
7,1450-1499,5864円,105分,107.5%,112件
8,1500-1549,6084円,105分,107.7%,133件
9,1550-1599,6884円,96分,109.6%,114件
10,1600-1649,6317円,97分,108.6%,101件
11,1650-1699,6370円,99分,108.5%,113件
12,1700-1749,8046円,89分,112.1%,109件
13,1750-1799,7159円,91分,110.5%,121件
14,1800-1849,8274円,82分,113.4%,117件
15,1850-1899,5032円,83分,108.1%,104件
16,1900-1949,8579円,73分,115.6%,101件
17,1950-1999,8478円,76分,114.8%,112件
18,2000-2049,7992円,68分,115.6%,84件
19,2050-2099,7338円,69分,114.2%,93件
20,2100-2149,6973円,63分,114.7%,81件
21,2150-2199,10054円,57分,123.7%,107件
22,2200-2249,7082円,56分,116.9%,60件
23,2250-2299,9404円,50分,125.2%,76件
24,2300-2349,8799円,44分,126.7%,65件
25,2350-2399,8357円,47分,123.9%,59件
26,2400-2449,8773円,43分,127.5%,73件
27,2450-2499,9540円,42分,130.6%,71件
28,2500-2549,8970円,44分,127.5%,72件
29,2550-2599,9425円,43分,129.3%,54件
30,2600-2649,9511円,40分,131.5%,58件
31,2650-2699,9904円,38分,134.4%,60件
32,2700-2749,10745円,35分,140.6%,57件
33,2750-2799,11244円,32分,147.6%,41件
34,2800-2849,11891円,29分,154.7%,58件
35,2850-2899,13379円,27分,164.9%,49件
36,2900-2949,14723円,22分,189.6%,42件
