,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,5576円,138分,105.4%,85件
1,800-849,5548円,132分,105.6%,174件
2,850-899,6670円,126分,107%,212件
3,900-949,7322円,118分,108.2%,215件
4,950-999,6759円,124分,107.3%,217件
5,1000-1049,6792円,118分,107.6%,225件
6,1050-1099,6211円,122分,106.8%,237件
7,1100-1149,7346円,123分,107.9%,232件
8,1150-1199,7418円,112分,108.8%,227件
9,1200-1249,7751円,113分,109.2%,229件
10,1250-1299,7825円,108分,109.6%,209件
11,1300-1349,7425円,110分,109%,242件
12,1350-1399,7888円,102分,110.3%,247件
13,1400-1449,8380円,105分,110.7%,289件
14,1450-1499,8108円,103分,110.5%,220件
15,1500-1549,7486円,96分,110.4%,239件
16,1550-1599,8897円,96分,112.3%,176件
17,1600-1649,8871円,91分,113%,192件
18,1650-1699,9682円,90分,114.3%,158件
19,1700-1749,8276円,84分,113.1%,156件
20,1750-1799,9788円,85分,115.4%,165件
21,1800-1849,9536円,82分,115.4%,134件
22,1850-1899,8942円,78分,115.2%,147件
23,1900-1949,10761円,72分,119.9%,162件
24,1950-1999,9484円,72分,117.5%,170件
25,2000-2049,9561円,70分,118.3%,152件
26,2050-2099,10821円,67分,121.5%,124件
27,2100-2149,9902円,63分,121%,132件
28,2150-2199,11326円,60分,125.2%,115件
29,2200-2249,11110円,57分,125.8%,130件
30,2250-2299,10470円,52分,126.8%,115件
31,2300-2349,10776円,46分,131.3%,118件
32,2350-2399,10768円,39分,137%,118件
33,2400-2449,10455円,37分,138%,119件
34,2450-2499,11190円,35分,142%,89件
35,2500-2549,12286円,33分,149.3%,97件
36,2550-2599,12413円,32分,150.9%,90件
37,2600-2649,11432円,33分,145.6%,85件
38,2650-2699,12594円,30分,155.3%,74件
39,2700-2749,13867円,29分,163.1%,87件
40,2750-2799,13918円,29分,164.5%,78件
41,2800-2849,13786円,28分,165.9%,80件
42,2850-2899,14390円,23分,182.6%,70件
43,2900-2949,14594円,23分,185.8%,75件
