,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,1389円,142分,101.3%,77件
1,750-799,2382円,134分,102.4%,87件
2,800-849,2509円,125分,102.7%,101件
3,850-899,1193円,129分,101.2%,147件
4,900-949,2389円,130分,102.5%,144件
5,950-999,2041円,125分,102.2%,160件
6,1000-1049,1900円,124分,102%,179件
7,1050-1099,1534円,125分,101.6%,190件
8,1100-1149,3093円,124分,103.3%,193件
9,1150-1199,4041円,117分,104.6%,213件
10,1200-1249,2340円,117分,102.7%,210件
11,1250-1299,1736円,114分,102%,252件
12,1300-1349,3954円,109分,104.8%,247件
13,1350-1399,3536円,113分,104.2%,238件
14,1400-1449,3945円,104分,105.1%,231件
15,1450-1499,4621円,98分,106.3%,238件
16,1500-1549,4252円,99分,105.7%,229件
17,1550-1599,4502円,98分,106.1%,234件
18,1600-1649,4820円,93分,106.9%,208件
19,1650-1699,3612円,90分,105.4%,186件
20,1700-1749,4384円,90分,106.5%,197件
21,1750-1799,4731円,83分,107.6%,183件
22,1800-1849,5095円,82分,108.3%,176件
23,1850-1899,5092円,80分,108.5%,189件
24,1900-1949,5789円,77分,110.1%,186件
25,1950-1999,5847円,71分,110.9%,150件
26,2000-2049,6475円,73分,111.8%,159件
27,2050-2099,5769円,66分,111.6%,144件
28,2100-2149,7797円,62分,116.9%,134件
29,2150-2199,5492円,60分,112.1%,122件
30,2200-2249,6925円,54分,117.1%,101件
31,2250-2299,5566円,51分,114.6%,122件
32,2300-2349,7609円,45分,122.5%,139件
33,2350-2399,7893円,40分,126%,110件
34,2400-2449,7819円,43分,124.5%,103件
35,2450-2499,7379円,44分,122.2%,91件
36,2500-2549,9008円,39分,131%,104件
37,2550-2599,8284円,40分,127.5%,98件
38,2600-2649,9029円,37分,132.1%,88件
39,2650-2699,9203円,37分,133.5%,85件
40,2700-2749,9705円,35分,137.5%,83件
41,2750-2799,9956円,31分,143.3%,79件
42,2800-2849,11715円,29分,153.9%,106件
43,2850-2899,12381円,25分,166.8%,84件
44,2900-2949,12491円,22分,174.6%,62件
