,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,7468円,120分,108.3%,70件
1,1100-1149,8480円,123分,109.2%,67件
2,1150-1199,9404円,120分,110.5%,75件
3,1200-1249,7996円,115分,109.3%,82件
4,1250-1299,7270円,118分,108.2%,92件
5,1300-1349,10592円,115分,112.3%,86件
6,1350-1399,10637円,108分,113.2%,97件
7,1400-1449,9011円,108分,111.1%,104件
8,1450-1499,7410円,105分,109.4%,125件
9,1500-1549,10354円,102分,113.6%,123件
10,1550-1599,10418円,103分,113.5%,125件
11,1600-1649,10070円,94分,114.3%,132件
12,1650-1699,11170円,86分,117.4%,129件
13,1700-1749,10541円,87分,116.2%,104件
14,1750-1799,11195円,87分,117.1%,107件
15,1800-1849,11090円,81分,118.2%,97件
16,1850-1899,9705円,77分,116.7%,107件
17,1900-1949,10286円,79分,117.3%,92件
18,1950-1999,10420円,70分,119.8%,89件
19,2000-2049,9751円,70分,118.6%,81件
20,2050-2099,10084円,68分,119.8%,97件
21,2100-2149,10645円,63分,122.5%,85件
22,2150-2199,12704円,58分,129%,67件
23,2200-2249,12432円,60分,127.6%,77件
24,2250-2299,10971円,52分,128.2%,62件
25,2300-2349,13401円,46分,139%,55件
26,2350-2399,10131円,45分,130%,54件
27,2400-2449,10563円,40分,135.3%,41件
28,2450-2499,10318円,39分,135.7%,64件
29,2500-2549,12601円,33分,151.4%,64件
30,2550-2599,12096円,33分,148.5%,53件
31,2600-2649,12461円,36分,146.7%,52件
32,2650-2699,12617円,35分,147.7%,44件
33,2700-2749,13839円,31分,160.1%,46件
34,2750-2799,13389円,30分,159.6%,47件
35,2800-2849,14915円,29分,167.8%,37件
36,2850-2899,15129円,25分,179.7%,48件
37,2900-2949,14935円,22分,191.4%,40件
