,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1600-1649,9704円,98分,113.2%,18件
1,1650-1699,7864円,98分,110.7%,22件
2,1700-1749,9460円,83分,115.2%,26件
3,1750-1799,9818円,93分,114.1%,18件
4,1800-1849,9061円,90分,113.4%,24件
5,1850-1899,10632円,75分,118.8%,22件
6,1900-1949,9701円,72分,118%,23件
7,1950-1999,6358円,65分,113%,19件
8,2000-2049,9656円,70分,118.4%,20件
9,2050-2099,10418円,68分,120.5%,32件
10,2100-2149,11421円,59分,126%,26件
11,2150-2199,8786円,58分,120.3%,29件
12,2200-2249,9092円,52分,123.4%,26件
13,2250-2299,10015円,47分,128.5%,16件
14,2300-2349,9965円,42分,131.8%,25件
15,2350-2399,9510円,35分,136.3%,28件
16,2400-2449,9442円,39分,131.9%,22件
17,2450-2499,7743円,42分,124.3%,31件
18,2500-2549,7362円,44分,122.5%,20件
19,2550-2599,9262円,38分,132.4%,30件
20,2600-2649,7833円,40分,126.1%,32件
21,2650-2699,10171円,33分,141.6%,31件
22,2700-2749,10708円,31分,146.5%,21件
23,2750-2799,11202円,30分,149.6%,20件
24,2800-2849,11827円,29分,154%,18件
25,2850-2899,12687円,24分,169.1%,14件
26,2900-2949,12794円,22分,177.7%,17件
