,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5354円,113分,106.3%,1093件
1,1400-1449,5363円,109分,106.6%,1084件
2,1450-1499,5284円,106分,106.7%,1050件
3,1500-1549,5530円,103分,107.1%,1091件
4,1550-1599,6114円,100分,108.1%,994件
5,1600-1649,6390円,97分,108.8%,1021件
6,1650-1699,6193円,96分,108.6%,882件
7,1700-1749,6210円,92分,109%,919件
8,1750-1799,6542円,90分,109.6%,868件
9,1800-1849,5836円,86分,109%,836件
10,1850-1899,6418円,83分,110.4%,826件
11,1900-1949,6746円,79分,111.4%,834件
12,1950-1999,6855円,75分,112.2%,802件
13,2000-2049,6695円,72分,112.4%,777件
14,2050-2099,6413円,67分,112.7%,805件
15,2100-2149,6673円,65分,113.7%,740件
16,2150-2199,7112円,63分,115.1%,759件
17,2200-2249,7249円,59分,116.5%,763件
18,2250-2299,6980円,55分,116.8%,648件
19,2300-2349,6847円,52分,117.7%,680件
20,2350-2399,7445円,50分,120%,661件
21,2400-2449,7951円,47分,122.6%,658件
22,2450-2499,8380円,46分,124.3%,608件
23,2500-2549,8181円,45分,124.5%,625件
24,2550-2599,9347円,42分,129.9%,572件
25,2600-2649,9893円,40分,132.6%,559件
26,2650-2699,10202円,38分,135.5%,525件
27,2700-2749,10783円,37分,139.1%,476件
28,2750-2799,11832円,33分,147.7%,386件
29,2800-2849,12746円,30分,156.8%,346件
30,2850-2899,13348円,27分,166.5%,273件
31,2900-2949,14659円,24分,181%,185件
