,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-2265円,170分,98.2%,47件
1,400-449,-867円,154分,99.3%,70件
2,450-499,-1077円,148分,99%,104件
3,500-549,-568円,148分,99.5%,136件
4,550-599,-734円,140分,99.3%,179件
5,600-649,306円,139分,100.3%,204件
6,650-699,243円,140分,100.2%,215件
7,700-749,350円,138分,100.3%,239件
8,750-799,-682円,139分,99.3%,281件
9,800-849,369円,135分,100.4%,288件
10,850-899,810円,133分,100.8%,301件
11,900-949,1008円,130分,101%,358件
12,950-999,1646円,127分,101.7%,360件
13,1000-1049,942円,125分,101%,435件
14,1050-1099,1945円,123分,102.1%,425件
15,1100-1149,956円,122分,101%,421件
16,1150-1199,1115円,119分,101.2%,479件
17,1200-1249,1837円,117分,102.1%,470件
18,1250-1299,2042円,114分,102.4%,402件
19,1300-1349,1336円,115分,101.5%,425件
20,1350-1399,2171円,107分,102.7%,436件
21,1400-1449,1899円,107分,102.4%,447件
22,1450-1499,2587円,102分,103.4%,413件
23,1500-1549,2571円,100分,103.4%,433件
24,1550-1599,3242円,98分,104.4%,411件
25,1600-1649,3642円,95分,105.1%,446件
26,1650-1699,3300円,91分,104.8%,384件
27,1700-1749,3146円,89分,104.7%,383件
28,1750-1799,3796円,84分,106%,335件
29,1800-1849,4124円,79分,107%,339件
30,1850-1899,4835円,79分,108.2%,320件
31,1900-1949,4916円,76分,108.6%,316件
32,1950-1999,4535円,72分,108.5%,283件
33,2000-2049,5326円,69分,110.2%,276件
34,2050-2099,5477円,66分,111%,276件
35,2100-2149,4588円,64分,109.5%,265件
36,2150-2199,4179円,63分,108.8%,263件
37,2200-2249,5479円,56分,113.1%,226件
38,2250-2299,5441円,54分,113.4%,226件
39,2300-2349,5643円,50分,114.9%,224件
40,2350-2399,5871円,47分,116.5%,229件
41,2400-2449,6691円,43分,120.8%,204件
42,2450-2499,5806円,44分,117.5%,216件
43,2500-2549,6535円,43分,120.4%,174件
44,2550-2599,8023円,39分,127.6%,199件
45,2600-2649,8388円,39分,128.8%,160件
46,2650-2699,9041円,36分,133.8%,201件
47,2700-2749,9209円,35分,134.6%,157件
48,2750-2799,10416円,32分,143.6%,146件
49,2800-2849,11455円,28分,154.8%,144件
50,2850-2899,11950円,26分,161.5%,156件
51,2900-2949,13541円,23分,178.8%,130件
