,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,1393円,143分,101.3%,151件
1,650-699,2762円,142分,102.6%,157件
2,700-749,2597円,141分,102.5%,171件
3,750-799,2494円,139分,102.4%,193件
4,800-849,2034円,139分,102%,235件
5,850-899,2564円,135分,102.5%,231件
6,900-949,2905円,133分,102.9%,232件
7,950-999,3747円,128分,103.9%,306件
8,1000-1049,3936円,126分,104.2%,287件
9,1050-1099,3048円,124分,103.3%,342件
10,1100-1149,3914円,125分,104.2%,332件
11,1150-1199,3364円,120分,103.7%,341件
12,1200-1249,2947円,118分,103.3%,389件
13,1250-1299,3776円,118分,104.3%,381件
14,1300-1349,4001円,113分,104.7%,323件
15,1350-1399,3410円,114分,104%,337件
16,1400-1449,4040円,107分,105%,351件
17,1450-1499,3492円,107分,104.4%,339件
18,1500-1549,4284円,101分,105.6%,341件
19,1550-1599,3673円,98分,105%,334件
20,1600-1649,5503円,95分,107.7%,333件
21,1650-1699,5643円,94分,108%,368件
22,1700-1749,4581円,90分,106.8%,295件
23,1750-1799,4844円,88分,107.4%,300件
24,1800-1849,5590円,83分,109%,283件
25,1850-1899,5665円,78分,109.7%,280件
26,1900-1949,6282円,77分,110.9%,255件
27,1950-1999,6169円,74分,111.1%,248件
28,2000-2049,6030円,69分,111.6%,229件
29,2050-2099,6749円,68分,113.2%,227件
30,2100-2149,7010円,63分,114.8%,224件
31,2150-2199,6016円,62分,112.9%,221件
32,2200-2249,4670円,61分,110.2%,199件
33,2250-2299,6506円,53分,116.4%,184件
34,2300-2349,6509円,52分,116.8%,181件
35,2350-2399,6757円,48分,118.7%,188件
36,2400-2449,6784円,47分,119.2%,185件
37,2450-2499,7368円,44分,122.4%,158件
38,2500-2549,7061円,44分,121.6%,172件
39,2550-2599,7743円,43分,124%,140件
40,2600-2649,9269円,38分,132.5%,158件
41,2650-2699,9870円,38分,134.9%,125件
42,2700-2749,10423円,34分,141.2%,155件
43,2750-2799,10686円,34分,141.4%,123件
44,2800-2849,11936円,30分,153.8%,116件
45,2850-2899,13114円,26分,167.3%,113件
46,2900-2949,13878円,24分,177.7%,116件
