,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1740円,148分,101.6%,2086件
1,550-599,1824円,147分,101.7%,1787件
2,600-649,1868円,146分,101.7%,1634件
3,650-699,1628円,145分,101.5%,1513件
4,700-749,2169円,140分,102.1%,1465件
5,750-799,1951円,140分,101.9%,1297件
6,800-849,2315円,138分,102.2%,1277件
7,850-899,2795円,134分,102.8%,1145件
8,900-949,3206円,131分,103.3%,1098件
9,950-999,2546円,130分,102.6%,1979件
10,1000-1049,2395円,129分,102.5%,1105件
11,1050-1099,2934円,124分,103.2%,1193件
12,1100-1149,2972円,124分,103.2%,1013件
13,1150-1199,3398円,121分,103.8%,938件
14,1200-1249,3363円,117分,103.8%,896件
15,1250-1299,3560円,116分,104.1%,915件
16,1300-1349,3233円,113分,103.8%,816件
17,1350-1399,3753円,110分,104.5%,792件
18,1400-1449,4753円,107分,105.9%,738件
19,1450-1499,4193円,105分,105.3%,759件
20,1500-1549,4266円,102分,105.6%,782件
21,1550-1599,4246円,98分,105.8%,752件
22,1600-1649,4614円,96分,106.4%,733件
23,1650-1699,5294円,92分,107.7%,705件
24,1700-1749,5518円,90分,108.2%,689件
25,1750-1799,5033円,89分,107.6%,612件
26,1800-1849,5379円,84分,108.6%,641件
27,1850-1899,6014円,83分,109.6%,611件
28,1900-1949,5616円,77分,109.7%,597件
29,1950-1999,5961円,75分,110.6%,562件
30,2000-2049,5633円,71分,110.6%,551件
31,2050-2099,6532円,66分,113.2%,564件
32,2100-2149,6681円,63分,114.1%,559件
33,2150-2199,5735円,59分,113%,553件
34,2200-2249,6559円,57分,115.4%,525件
35,2250-2299,6540円,54分,116%,517件
36,2300-2349,6899円,50分,118.4%,529件
37,2350-2399,6510円,48分,118%,439件
38,2400-2449,6786円,46分,119.6%,486件
39,2450-2499,7555円,45分,122.4%,453件
40,2500-2549,8080円,43分,125.3%,449件
41,2550-2599,8674円,41分,127.9%,417件
42,2600-2649,8454円,39分,128.7%,444件
43,2650-2699,9354円,37分,133.3%,368件
44,2700-2749,10274円,35分,139.3%,388件
45,2750-2799,10898円,32分,145.4%,366件
46,2800-2849,11601円,30分,151.3%,327件
47,2850-2899,12801円,27分,163%,243件
48,2900-2949,13690円,23分,179.5%,189件
