,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,1982円,144分,101.8%,30件
1,950-999,5940円,119分,106.7%,28件
2,1000-1049,2453円,128分,102.5%,35件
3,1050-1099,2810円,133分,102.8%,29件
4,1100-1149,5251円,124分,105.6%,47件
5,1150-1199,3755円,116分,104.3%,46件
6,1200-1249,4916円,115分,105.7%,63件
7,1250-1299,4479円,113分,105.3%,60件
8,1300-1349,4519円,115分,105.3%,73件
9,1350-1399,4739円,110分,105.8%,65件
10,1400-1449,4850円,105分,106.2%,70件
11,1450-1499,4184円,100分,105.6%,64件
12,1500-1549,4882円,96分,106.8%,74件
13,1550-1599,3677円,99分,105%,86件
14,1600-1649,4966円,93分,107.1%,88件
15,1650-1699,5422円,92分,107.9%,107件
16,1700-1749,5335円,89分,108%,90件
17,1750-1799,6050円,89分,109.1%,94件
18,1800-1849,6533円,85分,110.2%,88件
19,1850-1899,5838円,81分,109.7%,75件
20,1900-1949,6000円,75分,110.7%,104件
21,1950-1999,5755円,74分,110.3%,95件
22,2000-2049,5385円,70分,110.3%,85件
23,2050-2099,7207円,63分,115.1%,80件
24,2100-2149,5355円,63分,111.3%,63件
25,2150-2199,5343円,62分,111.5%,75件
26,2200-2249,5911円,58分,113.6%,54件
27,2250-2299,5486円,56分,113.1%,54件
28,2300-2349,6442円,48分,117.8%,60件
29,2350-2399,7795円,45分,123.3%,62件
30,2400-2449,6908円,45分,120.3%,47件
31,2450-2499,6049円,46分,117.4%,49件
32,2500-2549,8272円,42分,126.3%,59件
33,2550-2599,8124円,41分,126.5%,47件
34,2600-2649,8577円,40分,128.9%,57件
35,2650-2699,8664円,40分,128.8%,54件
36,2700-2749,9924円,35分,137.6%,42件
37,2750-2799,11206円,32分,146.3%,39件
38,2800-2849,11212円,29分,151.8%,37件
39,2850-2899,12448円,24分,168.1%,36件
40,2900-2949,13520円,24分,175.6%,47件
