,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4900円,128分,105.1%,25件
1,1100-1149,4971円,120分,105.5%,34件
2,1150-1199,7217円,129分,107.5%,29件
3,1200-1249,7063円,121分,107.8%,54件
4,1250-1299,7345円,110分,108.9%,48件
5,1300-1349,6366円,114分,107.4%,48件
6,1350-1399,5187円,107分,106.5%,54件
7,1400-1449,7611円,105分,109.7%,75件
8,1450-1499,8314円,102分,110.8%,62件
9,1500-1549,6739円,104分,108.6%,61件
10,1550-1599,5448円,94分,107.7%,64件
11,1600-1649,6121円,93分,108.8%,59件
12,1650-1699,7249円,94分,110.2%,72件
13,1700-1749,7533円,90分,111.2%,56件
14,1750-1799,5808円,83分,109.3%,73件
15,1800-1849,6489円,83分,110.4%,67件
16,1850-1899,7022円,76分,112.3%,58件
17,1900-1949,7305円,74分,113.2%,77件
18,1950-1999,8127円,75分,114.5%,79件
19,2000-2049,5849円,68分,111.5%,64件
20,2050-2099,7922円,66分,116.1%,81件
21,2100-2149,7124円,66分,114.5%,82件
22,2150-2199,5887円,59分,113.3%,69件
23,2200-2249,7473円,55分,118.2%,69件
24,2250-2299,7192円,55分,117.4%,67件
25,2300-2349,7057円,50分,118.9%,73件
26,2350-2399,7877円,45分,123.1%,48件
27,2400-2449,6349円,47分,118%,50件
28,2450-2499,6442円,47分,118.1%,54件
29,2500-2549,8562円,41分,128.2%,48件
30,2550-2599,9869円,36分,136.9%,29件
31,2600-2649,10169円,36分,137.6%,42件
32,2650-2699,9377円,36分,134.8%,36件
33,2700-2749,10298円,35分,139.8%,41件
34,2750-2799,10847円,34分,142.9%,48件
35,2800-2849,12687円,28分,159.6%,34件
36,2850-2899,13379円,26分,168.4%,25件
37,2900-2949,14584円,24分,181.2%,40件
