,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,6388円,117分,107.3%,145件
1,1200-1249,5148円,120分,105.7%,128件
2,1250-1299,6116円,119分,106.9%,160件
3,1300-1349,6000円,117分,106.8%,148件
4,1350-1399,5796円,108分,107.1%,163件
5,1400-1449,5245円,111分,106.3%,193件
6,1450-1499,6084円,107分,107.6%,180件
7,1500-1549,6274円,103分,108.1%,150件
8,1550-1599,5676円,104分,107.2%,158件
9,1600-1649,6410円,97分,108.8%,157件
10,1650-1699,6327円,96分,108.8%,178件
11,1700-1749,7929円,88分,112%,181件
12,1750-1799,5083円,90分,107.6%,156件
13,1800-1849,8468円,82分,113.7%,164件
14,1850-1899,7829円,81分,112.9%,156件
15,1900-1949,6956円,78分,111.9%,131件
16,1950-1999,6636円,74分,111.9%,137件
17,2000-2049,7245円,68分,114.2%,127件
18,2050-2099,8170円,65分,116.6%,139件
19,2100-2149,8003円,64分,116.7%,102件
20,2150-2199,8949円,60分,119.9%,112件
21,2200-2249,7799円,53分,119.6%,94件
22,2250-2299,8425円,53分,121.1%,100件
23,2300-2349,7320円,49分,119.9%,96件
24,2350-2399,8076円,46分,123.3%,104件
25,2400-2449,6994円,50分,118.7%,94件
26,2450-2499,8971円,43分,128%,87件
27,2500-2549,9032円,42分,128.4%,92件
28,2550-2599,9137円,41分,129.6%,90件
29,2600-2649,9263円,40分,130.6%,85件
30,2650-2699,10464円,35分,139.7%,69件
31,2700-2749,10349円,35分,139.8%,86件
32,2750-2799,11471円,34分,145.5%,75件
33,2800-2849,12729円,29分,158.5%,71件
34,2850-2899,13261円,26分,166.9%,52件
35,2900-2949,14734円,24分,182.6%,63件
