,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,0-49,-2745円,165分,97.8%,68680件
1,50-99,-2755円,164分,97.8%,21771件
2,100-149,-2327円,162分,98.1%,11522件
3,150-199,-1798円,155分,98.5%,8081件
4,200-249,-1740円,151分,98.5%,6472件
5,250-299,-1524円,153分,98.7%,5603件
6,300-349,-1436円,152分,98.7%,5503件
7,350-399,-1260円,149分,98.9%,5292件
8,400-449,-1281円,147分,98.8%,5209件
9,450-499,-870円,144分,99.2%,5105件
10,500-549,-760円,143分,99.3%,5014件
11,550-599,-568円,140分,99.5%,5000件
12,600-649,-444円,139分,99.6%,4883件
13,650-699,-284円,138分,99.7%,4739件
14,700-749,-418円,135分,99.6%,5136件
15,750-799,133円,133分,100.1%,5425件
16,800-849,143円,131分,100.1%,5057件
17,850-899,516円,128分,100.5%,5010件
18,900-949,545円,127分,100.6%,4745件
19,950-999,475円,124分,100.5%,4653件
20,1000-1049,769円,122分,100.8%,4441件
21,1050-1099,1049円,119分,101.2%,4329件
22,1100-1149,1162円,118分,101.3%,4157件
23,1150-1199,1544円,114分,101.8%,4100件
24,1200-1249,1448円,112分,101.7%,4064件
25,1250-1299,1433円,111分,101.7%,3954件
26,1300-1349,1732円,107分,102.2%,3805件
27,1350-1399,1969円,105分,102.5%,3801件
28,1400-1449,2360円,103分,103%,3716件
29,1450-1499,2399円,100分,103.2%,3647件
30,1500-1549,2590円,98分,103.5%,3522件
31,1550-1599,2713円,95分,103.8%,3467件
32,1600-1649,2764円,92分,104%,3373件
33,1650-1699,2986円,90分,104.4%,3216件
34,1700-1749,2853円,87分,104.4%,3276件
35,1750-1799,3366円,84分,105.4%,3225件
36,1800-1849,3207円,80分,105.3%,2984件
37,1850-1899,3925円,77分,106.8%,3048件
38,1900-1949,4036円,75分,107.2%,2970件
39,1950-1999,3919円,72分,107.3%,2867件
40,2000-2049,4069円,69分,107.8%,2784件
41,2050-2099,4300円,66分,108.7%,2706件
42,2100-2149,4433円,63分,109.4%,2647件
43,2150-2199,4920円,59分,111.1%,2543件
44,2200-2249,5256円,56分,112.5%,2522件
45,2250-2299,5224円,53分,113%,2456件
46,2300-2349,5629円,50分,115.1%,2365件
47,2350-2399,5837円,47分,116.6%,2424件
48,2400-2449,6180円,45分,118.4%,2266件
49,2450-2499,6199円,44分,118.9%,1926件
