,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,6678円,137分,106.5%,50件
1,900-949,8267円,129分,108.5%,47件
2,950-999,7411円,114分,108.6%,57件
3,1000-1049,5337円,124分,105.8%,87件
4,1050-1099,6198円,123分,106.7%,79件
5,1100-1149,7568円,121分,108.3%,83件
6,1150-1199,7022円,116分,108.1%,102件
7,1200-1249,5212円,121分,105.7%,103件
8,1250-1299,8043円,117分,109.2%,111件
9,1300-1349,9097円,111分,110.9%,125件
10,1350-1399,7212円,110分,108.7%,124件
11,1400-1449,5664円,106分,107.1%,150件
12,1450-1499,8323円,102分,110.9%,139件
13,1500-1549,8309円,106分,110.5%,151件
14,1550-1599,8236円,95分,111.5%,149件
15,1600-1649,9336円,90分,113.9%,155件
16,1650-1699,8801円,90分,113%,128件
17,1700-1749,9057円,91分,113.3%,131件
18,1750-1799,9298円,84分,114.8%,118件
19,1800-1849,8082円,82分,113.1%,126件
20,1850-1899,8584円,83分,113.8%,107件
21,1900-1949,8352円,72分,115.4%,105件
22,1950-1999,8826円,74分,116%,99件
23,2000-2049,8645円,71分,116.3%,111件
24,2050-2099,9126円,66分,118.5%,95件
25,2100-2149,10916円,61分,124%,79件
26,2150-2199,10895円,63分,123%,92件
27,2200-2249,9604円,57分,122.5%,76件
28,2250-2299,11870円,50分,131.9%,63件
29,2300-2349,8663円,49分,123.4%,62件
30,2350-2399,8594円,44分,126.2%,53件
31,2400-2449,8588円,41分,127.6%,73件
32,2450-2499,11189円,35分,142.8%,74件
33,2500-2549,10979円,35分,141.8%,67件
34,2550-2599,10712円,39分,136.6%,58件
35,2600-2649,10828円,38分,137.6%,50件
36,2650-2699,12535円,34分,149.7%,55件
37,2700-2749,11879円,32分,149%,56件
38,2750-2799,13372円,31分,157.9%,47件
39,2800-2849,13168円,28分,162.3%,57件
40,2850-2899,13567円,25分,172.7%,49件
41,2900-2949,13444円,23分,178.4%,36件
