,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2678円,162分,97.8%,4808件
1,150-199,-2747円,162分,97.7%,6040件
2,200-249,-2839円,161分,97.7%,5312件
3,250-299,-2378円,158分,98%,5009件
4,300-349,-2110円,156分,98.2%,4375件
5,350-399,-2077円,154分,98.2%,3988件
6,400-449,-1973円,153分,98.3%,3750件
7,450-499,-1676円,149分,98.5%,3599件
8,500-549,-1715円,148分,98.5%,3186件
9,550-599,-1398円,146分,98.7%,3101件
10,600-649,-902円,144分,99.2%,2912件
11,650-699,-749円,142分,99.3%,2750件
12,700-749,-804円,139分,99.2%,4989件
13,750-799,-777円,138分,99.3%,2869件
14,800-849,-836円,136分,99.2%,2916件
15,850-899,-449円,133分,99.6%,2436件
16,900-949,-257円,131分,99.7%,2233件
17,950-999,-173円,128分,99.8%,2151件
18,1000-1049,-379円,127分,99.6%,2086件
19,1050-1099,-5円,123分,100%,2003件
20,1100-1149,576円,120分,100.6%,2061件
21,1150-1199,1203円,119分,101.3%,1888件
22,1200-1249,751円,117分,100.9%,1911件
23,1250-1299,1438円,112分,101.7%,1900件
24,1300-1349,692円,112分,100.8%,1791件
25,1350-1399,1030円,109分,101.3%,1836件
26,1400-1449,1757円,106分,102.2%,1730件
27,1450-1499,1960円,103分,102.5%,1749件
28,1500-1549,2031円,101分,102.7%,1625件
29,1550-1599,2242円,97分,103.1%,1633件
30,1600-1649,2589円,96分,103.6%,1540件
31,1650-1699,2197円,92分,103.2%,1511件
32,1700-1749,2674円,89分,104%,1446件
33,1750-1799,3091円,86分,104.8%,1456件
34,1800-1849,2753円,83分,104.4%,1403件
35,1850-1899,2974円,80分,105%,1368件
36,1900-1949,3063円,76分,105.4%,1373件
37,1950-1999,3817円,73分,106.9%,1330件
38,2000-2049,3716円,70分,107%,1312件
39,2050-2099,4097円,68分,108.1%,1268件
40,2100-2149,4136円,65分,108.5%,1169件
41,2150-2199,3885円,61分,108.5%,1164件
42,2200-2249,4754円,58分,110.9%,1147件
43,2250-2299,4929円,54分,112.2%,1147件
44,2300-2349,5100円,51分,113.3%,1061件
45,2350-2399,5204円,48分,114.5%,1096件
46,2400-2449,5804円,46分,116.8%,1015件
47,2450-2499,6314円,45分,118.9%,1015件
48,2500-2549,6698円,43分,120.7%,954件
49,2550-2599,7376円,42分,123.7%,853件
50,2600-2649,7954円,38分,127.7%,708件
51,2650-2699,8483円,37分,130.6%,631件
52,2700-2749,9065円,34分,135.5%,473件
53,2750-2799,10042円,32分,142.1%,370件
54,2800-2849,10808円,28分,150.8%,317件
55,2850-2899,12240円,25分,164.1%,264件
56,2900-2949,12581円,23分,171.9%,192件
