,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2841円,143分,102.6%,77件
1,750-799,3808円,136分,103.7%,87件
2,800-849,3823円,126分,104%,101件
3,850-899,2510円,130分,102.6%,147件
4,900-949,3755円,131分,103.8%,144件
5,950-999,3340円,126分,103.5%,160件
6,1000-1049,3190円,126分,103.4%,179件
7,1050-1099,2812円,126分,103%,190件
8,1100-1149,4426円,125分,104.7%,193件
9,1150-1199,5320円,118分,106%,213件
10,1200-1249,3570円,118分,104%,210件
11,1250-1299,2915円,115分,103.4%,252件
12,1300-1349,5139円,110分,106.2%,247件
13,1350-1399,4769円,114分,105.6%,238件
14,1400-1449,5080円,105分,106.5%,231件
15,1450-1499,5706円,99分,107.7%,238件
16,1500-1549,5340円,100分,107.1%,229件
17,1550-1599,5584円,99分,107.5%,234件
18,1600-1649,5862円,94分,108.3%,208件
19,1650-1699,4572円,91分,106.7%,186件
20,1700-1749,5373円,91分,107.9%,197件
21,1750-1799,5645円,83分,109%,183件
22,1800-1849,6021円,83分,109.7%,176件
23,1850-1899,5974円,80分,109.9%,189件
24,1900-1949,6666円,77分,111.5%,186件
25,1950-1999,6670円,72分,112.4%,150件
26,2000-2049,7349円,74分,113.3%,159件
27,2050-2099,6520円,67分,113%,144件
28,2100-2149,8560円,62分,118.3%,134件
29,2150-2199,6161円,61分,113.5%,122件
30,2200-2249,7571円,54分,118.5%,101件
31,2250-2299,6151円,52分,115.9%,122件
32,2300-2349,8176円,46分,123.9%,139件
33,2350-2399,8422円,41分,127.4%,110件
34,2400-2449,8347円,43分,125.9%,103件
35,2450-2499,7908円,45分,123.5%,91件
36,2500-2549,9537円,39分,132.5%,104件
37,2550-2599,8813円,41分,128.9%,98件
38,2600-2649,9558円,38分,133.6%,88件
39,2650-2699,9731円,37分,135%,85件
40,2700-2749,10233円,35分,139%,83件
41,2750-2799,10484円,31分,144.9%,79件
42,2800-2849,12243円,29分,155.4%,106件
43,2850-2899,12910円,25分,168.3%,84件
44,2900-2949,13020円,23分,176.1%,62件
