,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,5918円,103分,107.7%,885件
1,1550-1599,6040円,100分,108%,901件
2,1600-1649,6867円,97分,109.5%,859件
3,1650-1699,6925円,94分,109.8%,841件
4,1700-1749,6578円,93分,109.4%,730件
5,1750-1799,6950円,88分,110.5%,778件
6,1800-1849,7171円,88分,110.9%,729件
7,1850-1899,6680円,82分,110.8%,709件
8,1900-1949,7050円,79分,111.8%,684件
9,1950-1999,7122円,76分,112.5%,675件
10,2000-2049,7642円,71分,114.3%,674件
11,2050-2099,7401円,69分,114.4%,658件
12,2100-2149,6683円,64分,113.9%,663件
13,2150-2199,7317円,62分,115.8%,615件
14,2200-2249,7404円,59分,116.7%,623件
15,2250-2299,7850円,55分,119.1%,645件
16,2300-2349,7373円,52分,118.9%,548件
17,2350-2399,7245円,49分,119.6%,571件
18,2400-2449,8006円,48分,122.3%,546件
19,2450-2499,8572円,45分,125.2%,542件
20,2500-2549,9062円,44分,127.3%,493件
21,2550-2599,8738円,43分,127.1%,519件
22,2600-2649,9848円,40分,132.5%,452件
23,2650-2699,10531円,39分,136.4%,460件
24,2700-2749,11092円,36分,141.6%,439件
25,2750-2799,11734円,34分,145.9%,389件
26,2800-2849,12907円,31分,156.3%,304件
27,2850-2899,13787円,27分,168.9%,276件
28,2900-2949,14166円,24分,179.4%,201件
