,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,597円,136分,100.6%,39件
1,800-849,2473円,133分,102.5%,51件
2,850-899,1777円,125分,101.9%,71件
3,900-949,2604円,130分,102.7%,60件
4,950-999,1645円,120分,101.8%,72件
5,1000-1049,3054円,126分,103.2%,78件
6,1050-1099,1672円,122分,101.8%,98件
7,1100-1149,1398円,117分,101.6%,82件
8,1150-1199,2677円,116分,103.1%,100件
9,1200-1249,3888円,110分,104.7%,123件
10,1250-1299,2239円,115分,102.6%,107件
11,1300-1349,2647円,114分,103.1%,123件
12,1350-1399,2971円,111分,103.6%,122件
13,1400-1449,2615円,104分,103.4%,130件
14,1450-1499,2383円,106分,103%,158件
15,1500-1549,3721円,98分,105.1%,137件
16,1550-1599,3292円,99分,104.4%,122件
17,1600-1649,3130円,98分,104.2%,134件
18,1650-1699,4398円,90分,106.5%,133件
19,1700-1749,3900円,91分,105.7%,146件
20,1750-1799,5775円,83分,109.3%,150件
21,1800-1849,2712円,84分,104.3%,132件
22,1850-1899,5920円,76分,110.4%,123件
23,1900-1949,5373円,77分,109.3%,128件
24,1950-1999,4601円,71分,108.6%,100件
25,2000-2049,4936円,69分,109.5%,114件
26,2050-2099,5179円,65分,110.7%,100件
27,2100-2149,6825円,59分,115.4%,121件
28,2150-2199,5248円,57分,112.2%,73件
29,2200-2249,7186円,53分,118%,93件
30,2250-2299,6660円,47分,119%,79件
31,2300-2349,7249円,48分,120%,83件
32,2350-2399,6631円,45分,119.8%,84件
33,2400-2449,7381円,43分,122.8%,87件
34,2450-2499,6572円,45分,119.3%,81件
35,2500-2549,7344円,42分,123.1%,68件
36,2550-2599,7650円,40分,125.3%,69件
37,2600-2649,8050円,39分,127.7%,74件
38,2650-2699,8816円,36分,132.8%,73件
39,2700-2749,9387円,33分,138.5%,51件
40,2750-2799,9568円,31分,141.7%,73件
41,2800-2849,11060円,30分,149.9%,63件
42,2850-2899,12475円,25分,167.5%,58件
43,2900-2949,12662円,22分,175.9%,41件
