,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-3010円,162分,97.5%,46521件
1,150-199,-2937円,161分,97.6%,13917件
2,200-249,-2535円,160分,97.9%,7392件
3,250-299,-2316円,156分,98%,5074件
4,300-349,-2122円,152分,98.1%,4115件
5,350-399,-1962円,152分,98.3%,3562件
6,400-449,-1627円,151分,98.6%,3473件
7,450-499,-1414円,147分,98.7%,3353件
8,500-549,-1527円,147分,98.6%,3280件
9,550-599,-1109円,143分,99%,3182件
10,600-649,-1127円,142分,98.9%,3171件
11,650-699,-1112円,140分,98.9%,3154件
12,700-749,-878円,139分,99.2%,3157件
13,750-799,-519円,136分,99.5%,3006件
14,800-849,-655円,132分,99.3%,3267件
15,850-899,-316円,131分,99.7%,3358件
16,900-949,-118円,128分,99.9%,3220件
17,950-999,272円,126分,100.3%,3133件
18,1000-1049,251円,125分,100.3%,2999件
19,1050-1099,149円,123分,100.2%,2978件
20,1100-1149,498円,119分,100.6%,2780件
21,1150-1199,780円,116分,100.9%,2722件
22,1200-1249,899円,115分,101%,2612件
23,1250-1299,1227円,113分,101.5%,2542件
24,1300-1349,1292円,109分,101.6%,2508件
25,1350-1399,1078円,108分,101.3%,2507件
26,1400-1449,1707円,103分,102.2%,2425件
27,1450-1499,1692円,103分,102.2%,2301件
28,1500-1549,2037円,100分,102.7%,2342件
29,1550-1599,2206円,97分,103%,2209件
30,1600-1649,2359円,94分,103.3%,2222件
31,1650-1699,2472円,92分,103.6%,2219件
32,1700-1749,2611円,89分,103.9%,2115件
33,1750-1799,2918円,86分,104.5%,1986件
34,1800-1849,2792円,83分,104.5%,2068件
35,1850-1899,3169円,79分,105.3%,2019件
36,1900-1949,2931円,75分,105.2%,1810件
37,1950-1999,3780円,72分,107%,1886件
38,2000-2049,3991円,69分,107.7%,1791件
39,2050-2099,3967円,66分,108%,1776件
40,2100-2149,4059円,64分,108.5%,1744件
41,2150-2199,4308円,61分,109.5%,1721件
42,2200-2249,4576円,57分,110.7%,1634件
43,2250-2299,4846円,54分,112%,1564件
44,2300-2349,5445円,49分,114.7%,1568件
45,2350-2399,5281円,48分,114.7%,1524件
46,2400-2449,5806円,45分,117.2%,1490件
47,2450-2499,6222円,43分,119.3%,1488件
48,2500-2549,6582円,42分,120.8%,1410件
49,2550-2599,6593円,42分,121.1%,1177件
