,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2885円,160分,97.6%,38260件
1,200-249,-2735円,159分,97.7%,11518件
2,250-299,-2313円,158分,98%,6180件
3,300-349,-2144円,154分,98.1%,4226件
4,350-399,-1944円,151分,98.3%,3453件
5,400-449,-1739円,151分,98.5%,2969件
6,450-499,-1458円,150分,98.7%,2878件
7,500-549,-1347円,146分,98.8%,2721件
8,550-599,-1430円,146分,98.7%,2711件
9,600-649,-1016円,141分,99%,2626件
10,650-699,-1067円,140分,99%,2628件
11,700-749,-1020円,138分,99%,2614件
12,750-799,-659円,137分,99.4%,2619件
13,800-849,-520円,134分,99.5%,2447件
14,850-899,-432円,131分,99.6%,2722件
15,900-949,-193円,130分,99.8%,2784件
16,950-999,158円,127分,100.2%,2668件
17,1000-1049,467円,124分,100.5%,2579件
18,1050-1099,384円,123分,100.4%,2458件
19,1100-1149,130円,121分,100.1%,2449件
20,1150-1199,695円,118分,100.8%,2307件
21,1200-1249,944円,113分,101.1%,2250件
22,1250-1299,969円,113分,101.1%,2137件
23,1300-1349,1210円,110分,101.5%,2100件
24,1350-1399,1465円,107分,101.8%,2093件
25,1400-1449,1314円,105分,101.7%,2079件
26,1450-1499,1601円,101分,102.1%,1951件
27,1500-1549,1837円,100分,102.5%,1882件
28,1550-1599,2300円,98分,103.1%,1949件
29,1600-1649,2529円,94分,103.6%,1820件
30,1650-1699,2678円,91分,103.9%,1841件
31,1700-1749,2773円,89分,104.2%,1845件
32,1750-1799,2555円,87分,103.9%,1704件
33,1800-1849,3293円,83分,105.3%,1645件
34,1850-1899,3030円,80分,105.1%,1663件
35,1900-1949,3305円,76分,105.8%,1623件
36,1950-1999,3267円,72分,106.1%,1516件
37,2000-2049,4002円,69分,107.7%,1554件
38,2050-2099,4368円,66分,108.8%,1482件
39,2100-2149,4296円,63分,109.1%,1458件
40,2150-2199,4258円,60分,109.5%,1415件
41,2200-2249,4702円,57分,111.1%,1415件
42,2250-2299,4939円,53分,112.4%,1367件
43,2300-2349,5054円,50分,113.3%,1262件
44,2350-2399,5688円,46分,116.4%,1279件
45,2400-2449,5537円,46分,116.1%,1228件
46,2450-2499,6039円,44分,118.3%,1206件
47,2500-2549,6656円,42分,121.4%,1217件
48,2550-2599,7130円,40分,123.5%,1171件
49,2600-2649,7029円,40分,123.2%,938件
