,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-1722円,158分,98.5%,31952件
1,250-299,-1498円,158分,98.7%,9645件
2,300-349,-1074円,156分,99.1%,5182件
3,350-399,-1083円,154分,99.1%,3489件
4,400-449,-642円,150分,99.4%,2932件
5,450-499,-779円,150分,99.3%,2450件
6,500-549,-420円,149分,99.6%,2392件
7,550-599,-274円,145分,99.7%,2284件
8,600-649,-321円,145分,99.7%,2246件
9,650-699,-21円,140分,100%,2187件
10,700-749,-68円,139分,99.9%,2193件
11,750-799,-89円,137分,99.9%,2145件
12,800-849,522円,135分,100.5%,2220件
13,850-899,418円,133分,100.4%,2035件
14,900-949,572円,129分,100.6%,2257件
15,950-999,1003円,127分,101.1%,2348件
16,1000-1049,1335円,125分,101.4%,2191件
17,1050-1099,1448円,123分,101.6%,2145件
18,1100-1149,1429円,122分,101.6%,2034件
19,1150-1199,1231円,120分,101.4%,2038件
20,1200-1249,1592円,116分,101.8%,1899件
21,1250-1299,2009円,111分,102.4%,1879件
22,1300-1349,2034円,111分,102.4%,1779件
23,1350-1399,1972円,108分,102.4%,1730件
24,1400-1449,2559円,105分,103.2%,1732件
25,1450-1499,2278円,103分,102.9%,1729件
26,1500-1549,2455円,99分,103.3%,1619件
27,1550-1599,2723円,98分,103.7%,1562件
28,1600-1649,3324円,95分,104.6%,1620件
29,1650-1699,3430円,91分,105%,1498件
30,1700-1749,3490円,89分,105.2%,1512件
31,1750-1799,3656円,87分,105.6%,1508件
32,1800-1849,3436円,85分,105.4%,1416件
33,1850-1899,4094円,81分,106.7%,1354件
34,1900-1949,3947円,77分,106.8%,1405件
35,1950-1999,4175円,73分,107.6%,1331件
36,2000-2049,4042円,69分,107.8%,1275件
37,2050-2099,4698円,66分,109.5%,1275件
38,2100-2149,5183円,63分,111%,1230件
39,2150-2199,4923円,60分,111%,1191件
40,2200-2249,5147円,57分,112.1%,1193件
41,2250-2299,5402円,53分,113.5%,1180件
42,2300-2349,5687円,50分,115.2%,1143件
43,2350-2399,5734円,48分,116%,1047件
44,2400-2449,6513円,44分,119.7%,1064件
45,2450-2499,6482円,44分,119.7%,1024件
46,2500-2549,6853円,43分,121.4%,986件
47,2550-2599,7283円,40分,124.2%,1018件
48,2600-2649,7863円,39分,127.1%,949件
49,2650-2699,7994円,38分,127.8%,808件
