,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,2721円,126分,102.9%,25件
1,1100-1149,2887円,118分,103.3%,34件
2,1150-1199,4891円,127分,105.1%,29件
3,1200-1249,4864円,120分,105.4%,54件
4,1250-1299,5352円,108分,106.6%,48件
5,1300-1349,4319円,113分,105.1%,48件
6,1350-1399,3328円,105分,104.2%,54件
7,1400-1449,5683円,103分,107.4%,75件
8,1450-1499,6390円,101分,108.5%,62件
9,1500-1549,4872円,102分,106.3%,61件
10,1550-1599,3800円,93分,105.5%,64件
11,1600-1649,4434円,91分,106.5%,59件
12,1650-1699,5505円,93分,107.9%,72件
13,1700-1749,5858円,88分,108.8%,56件
14,1750-1799,4340円,82分,107%,73件
15,1800-1849,4996円,82分,108.1%,67件
16,1850-1899,5620円,75分,110%,58件
17,1900-1949,5914円,73分,110.9%,77件
18,1950-1999,6697円,73分,112.2%,79件
19,2000-2049,4652円,67分,109.3%,64件
20,2050-2099,6655円,65分,113.7%,81件
21,2100-2149,5893円,65分,112.2%,82件
22,2150-2199,4847円,58分,111.2%,69件
23,2200-2249,6446円,54分,115.9%,69件
24,2250-2299,6151円,54分,115.1%,67件
25,2300-2349,6113円,49分,116.6%,73件
26,2350-2399,6987円,45分,120.8%,48件
27,2400-2449,5477円,46分,115.8%,50件
28,2450-2499,5570円,47分,115.9%,54件
29,2500-2549,7690円,40分,125.8%,48件
30,2550-2599,8997円,35分,134.3%,29件
31,2600-2649,9297円,35分,135.1%,42件
32,2650-2699,8505円,35分,132.3%,36件
33,2700-2749,9426円,34分,137.3%,41件
34,2750-2799,9975円,33分,140.4%,48件
35,2800-2849,11815円,28分,157.1%,34件
36,2850-2899,12507円,25分,165.9%,25件
37,2900-2949,13712円,23分,178.9%,40件
