,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,325円,144分,100.3%,93件
1,600-649,1919円,139分,101.8%,156件
2,650-699,1489円,140分,101.4%,288件
3,700-749,1416円,139分,101.4%,366件
4,750-799,3090円,130分,103.2%,384件
5,800-849,2190円,130分,102.3%,363件
6,850-899,2430円,130分,102.5%,402件
7,900-949,2486円,128分,102.6%,380件
8,950-999,2292円,129分,102.4%,398件
9,1000-1049,3434円,120分,103.8%,414件
10,1050-1099,2698円,122分,103%,374件
11,1100-1149,3766円,117分,104.3%,365件
12,1150-1199,3006円,119分,103.4%,444件
13,1200-1249,3453円,112分,104.1%,429件
14,1250-1299,3685円,111分,104.4%,466件
15,1300-1349,4184円,110分,105.1%,363件
16,1350-1399,3565円,104分,104.6%,391件
17,1400-1449,4306円,106分,105.4%,327件
18,1450-1499,4115円,100分,105.5%,329件
19,1500-1549,4301円,100分,105.7%,288件
20,1550-1599,4052円,93分,105.8%,280件
21,1600-1649,5434円,92分,107.9%,285件
22,1650-1699,5043円,90分,107.5%,230件
23,1700-1749,5132円,88分,107.8%,256件
24,1750-1799,6148円,84分,109.8%,278件
25,1800-1849,5403円,81分,108.9%,272件
26,1850-1899,5364円,81分,108.8%,261件
27,1900-1949,5858円,78分,110%,199件
28,1950-1999,5915円,72分,110.9%,214件
29,2000-2049,6812円,69分,113.2%,202件
30,2050-2099,7372円,66分,114.8%,207件
31,2100-2149,6372円,63分,113.5%,203件
32,2150-2199,7079円,59分,116%,196件
33,2200-2249,7252円,52分,118.4%,191件
34,2250-2299,7292円,48分,120.1%,201件
35,2300-2349,7329円,44分,122%,179件
36,2350-2399,8427円,41分,127.2%,176件
37,2400-2449,8357円,41分,127.4%,158件
38,2450-2499,7858円,40分,125.9%,154件
39,2500-2549,9254円,37分,133.3%,142件
40,2550-2599,9168円,39分,131.6%,144件
41,2600-2649,9978円,36分,136.5%,138件
42,2650-2699,10102円,36分,137.4%,136件
43,2700-2749,10253円,33分,142%,132件
44,2750-2799,10664円,31分,145.8%,134件
45,2800-2849,11549円,29分,152.9%,112件
46,2850-2899,12357円,26分,164.5%,100件
47,2900-2949,13250円,23分,177.1%,122件
