,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,2352円,132分,102.4%,23件
1,1000-1049,2538円,127分,102.7%,32件
2,1050-1099,2014円,121分,102.2%,41件
3,1100-1149,3272円,127分,103.4%,33件
4,1150-1199,3238円,122分,103.5%,66件
5,1200-1249,4308円,109分,105.3%,59件
6,1250-1299,3942円,109分,104.8%,65件
7,1300-1349,2811円,108分,103.5%,67件
8,1350-1399,4094円,103分,105.3%,83件
9,1400-1449,5140円,102分,106.7%,75件
10,1450-1499,3963円,104分,105.1%,73件
11,1500-1549,3783円,96分,105.3%,83件
12,1550-1599,3951円,95分,105.6%,78件
13,1600-1649,4431円,96分,106.2%,86件
14,1650-1699,5122円,89分,107.7%,73件
15,1700-1749,3770円,85分,105.9%,90件
16,1750-1799,4554円,85分,107.1%,81件
17,1800-1849,5648円,79分,109.6%,84件
18,1850-1899,5434円,75分,109.6%,96件
19,1900-1949,6117円,76分,110.8%,97件
20,1950-1999,3880円,71分,107.3%,79件
21,2000-2049,6407円,68分,112.6%,106件
22,2050-2099,6436円,66分,113%,112件
23,2100-2149,4789円,61分,110.5%,87件
24,2150-2199,6269円,58分,114.4%,90件
25,2200-2249,5558円,57分,113%,80件
26,2250-2299,5106円,53分,113%,85件
27,2300-2349,6802円,50分,118%,65件
28,2350-2399,5962円,45分,117.6%,71件
29,2400-2449,4509円,49分,112.3%,63件
30,2450-2499,7008円,41分,122.8%,61件
31,2500-2549,8964円,34分,134.9%,43件
32,2550-2599,8166円,38分,128.5%,49件
33,2600-2649,7633円,37分,127.2%,41件
34,2650-2699,8442円,35分,131.9%,49件
35,2700-2749,9264円,34分,136.4%,61件
36,2750-2799,10651円,30分,147%,42件
37,2800-2849,11054円,27分,153.8%,33件
38,2850-2899,12518円,26分,164.4%,48件
39,2900-2949,13371円,23分,177.4%,44件
