,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1457円,153分,98.7%,207件
1,350-399,-1844円,150分,98.4%,276件
2,400-449,-2308円,155分,98%,334件
3,450-499,-1491円,143分,98.6%,419件
4,500-549,-2431円,146分,97.8%,495件
5,550-599,-890円,144分,99.2%,544件
6,600-649,-1215円,143分,98.9%,571件
7,650-699,-1070円,142分,99%,639件
8,700-749,-1253円,140分,98.8%,675件
9,750-799,-504円,136分,99.5%,685件
10,800-849,-392円,134分,99.6%,766件
11,850-899,-768円,133分,99.2%,770件
12,900-949,-614円,132分,99.4%,863件
13,950-999,74円,126分,100.1%,889件
14,1000-1049,-168円,130分,99.8%,861件
15,1050-1099,58円,124分,100.1%,861件
16,1100-1149,519円,120分,100.6%,812件
17,1150-1199,559円,120分,100.6%,748件
18,1200-1249,521円,116分,100.6%,802件
19,1250-1299,1254円,112分,101.5%,745件
20,1300-1349,1124円,110分,101.4%,725件
21,1350-1399,646円,109分,100.8%,688件
22,1400-1449,1266円,106分,101.6%,685件
23,1450-1499,1808円,102分,102.4%,651件
24,1500-1549,2054円,99分,102.8%,693件
25,1550-1599,2145円,98分,102.9%,640件
26,1600-1649,2173円,93分,103.1%,589件
27,1650-1699,2683円,92分,103.9%,537件
28,1700-1749,3103円,89分,104.7%,546件
29,1750-1799,3688円,84分,105.9%,474件
30,1800-1849,2676円,83分,104.3%,446件
31,1850-1899,4189円,80分,107%,429件
32,1900-1949,3281円,76分,105.8%,426件
33,1950-1999,3695円,73分,106.8%,436件
34,2000-2049,4206円,68分,108.2%,426件
35,2050-2099,4183円,66分,108.4%,396件
36,2100-2149,3908円,64分,108.2%,376件
37,2150-2199,4888円,59分,111%,363件
38,2200-2249,4262円,58分,109.8%,355件
39,2250-2299,5404円,54分,113.4%,312件
40,2300-2349,4559円,51分,111.9%,330件
41,2350-2399,5398円,47分,115.3%,315件
42,2400-2449,5970円,44分,117.9%,318件
43,2450-2499,6186円,44分,118.6%,376件
44,2500-2549,6430円,43分,119.9%,300件
45,2550-2599,7218円,41分,123.6%,274件
46,2600-2649,8004円,39分,127.5%,282件
47,2650-2699,8814円,37分,132.2%,271件
48,2700-2749,9174円,34分,135.8%,249件
49,2750-2799,10096円,31分,143.9%,236件
50,2800-2849,11289円,29分,151.4%,231件
51,2850-2899,12196円,25分,164.2%,238件
52,2900-2949,13229円,22分,179.3%,187件
