,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2324円,138分,102.2%,39件
1,800-849,4243円,134分,104.2%,51件
2,850-899,3422円,127分,103.6%,71件
3,900-949,4322円,131分,104.4%,60件
4,950-999,3223円,122分,103.5%,72件
5,1000-1049,4769円,128分,105%,78件
6,1050-1099,3251円,123分,103.5%,98件
7,1100-1149,2900円,118分,103.3%,82件
8,1150-1199,4233円,117分,104.8%,100件
9,1200-1249,5402円,111分,106.5%,123件
10,1250-1299,3749円,116分,104.3%,107件
11,1300-1349,4161円,116分,104.8%,123件
12,1350-1399,4463円,112分,105.3%,122件
13,1400-1449,3979円,105分,105.1%,130件
14,1450-1499,3778円,107分,104.7%,158件
15,1500-1549,5045円,99分,106.8%,137件
16,1550-1599,4614円,100分,106.1%,122件
17,1600-1649,4456円,100分,106%,134件
18,1650-1699,5633円,91分,108.3%,133件
19,1700-1749,5135円,92分,107.4%,146件
20,1750-1799,6987円,84分,111.1%,150件
21,1800-1849,3767円,84分,105.9%,132件
22,1850-1899,7037円,77分,112.2%,123件
23,1900-1949,6481円,78分,111%,128件
24,1950-1999,5592円,72分,110.3%,100件
25,2000-2049,5897円,70分,111.2%,114件
26,2050-2099,6063円,65分,112.4%,100件
27,2100-2149,7729円,60分,117.2%,121件
28,2150-2199,6050円,58分,113.9%,73件
29,2200-2249,7999円,54分,119.8%,93件
30,2250-2299,7386円,47分,120.8%,79件
31,2300-2349,7996円,49分,121.8%,83件
32,2350-2399,7306円,45分,121.5%,84件
33,2400-2449,8048円,44分,124.5%,87件
34,2450-2499,7239円,46分,121%,81件
35,2500-2549,8011円,43分,124.9%,68件
36,2550-2599,8317円,41分,127.1%,69件
37,2600-2649,8717円,39分,129.6%,74件
38,2650-2699,9483円,36分,134.7%,73件
39,2700-2749,10054円,33分,140.5%,51件
40,2750-2799,10235円,31分,143.7%,73件
41,2800-2849,11727円,30分,151.8%,63件
42,2850-2899,13142円,25分,169.5%,58件
43,2900-2949,13329円,23分,177.8%,41件
