,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,7820円,101分,110.3%,448件
1,1550-1599,8025円,100分,110.7%,423件
2,1600-1649,7665円,98分,110.4%,442件
3,1650-1699,8227円,94分,111.7%,479件
4,1700-1749,8231円,90分,112.2%,439件
5,1750-1799,7632円,89分,111.4%,429件
6,1800-1849,8751円,85分,113.8%,405件
7,1850-1899,9113円,82分,114.9%,383件
8,1900-1949,8442円,80分,114%,347件
9,1950-1999,9461円,76分,116.5%,396件
10,2000-2049,9836円,74分,117.8%,360件
11,2050-2099,8780円,68分,117.1%,348件
12,2100-2149,9004円,63分,118.9%,313件
13,2150-2199,9177円,59分,120.6%,321件
14,2200-2249,9783円,54分,124.4%,337件
15,2250-2299,9426円,52分,124.2%,307件
16,2300-2349,9022円,47分,125.5%,340件
17,2350-2399,9163円,46分,126.8%,299件
18,2400-2449,9136円,45分,127%,293件
19,2450-2499,10267円,42分,132.6%,311件
20,2500-2549,9898円,42分,131.6%,262件
21,2550-2599,10376円,40分,134.7%,290件
22,2600-2649,10790円,39分,137.1%,251件
23,2650-2699,11303円,37分,141.3%,240件
24,2700-2749,11820円,36分,144.2%,226件
25,2750-2799,12108円,33分,149.2%,250件
26,2800-2849,12705円,30分,157%,204件
27,2850-2899,14156円,27分,169.7%,219件
28,2900-2949,14596円,24分,182.3%,184件
