,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5154円,115分,106%,554件
1,1350-1399,6024円,110分,107.3%,518件
2,1400-1449,5247円,108分,106.5%,480件
3,1450-1499,5517円,106分,106.9%,488件
4,1500-1549,5882円,104分,107.5%,486件
5,1550-1599,6548円,99分,108.8%,458件
6,1600-1649,5898円,97分,108.1%,460件
7,1650-1699,6344円,95分,108.9%,449件
8,1700-1749,5706円,90分,108.4%,391件
9,1750-1799,6707円,89分,110.1%,358件
10,1800-1849,6523円,86分,110.2%,379件
11,1850-1899,7294円,81分,112%,323件
12,1900-1949,6291円,79分,110.7%,307件
13,1950-1999,8026円,75分,114.2%,307件
14,2000-2049,6343円,72分,111.7%,298件
15,2050-2099,6615円,69分,112.8%,301件
16,2100-2149,7115円,64分,114.9%,289件
17,2150-2199,7160円,62分,115.5%,271件
18,2200-2249,7112円,59分,116.1%,270件
19,2250-2299,7475円,53分,118.7%,236件
20,2300-2349,6441円,54分,116%,245件
21,2350-2399,7521円,49分,120.3%,206件
22,2400-2449,7621円,48分,121.4%,237件
23,2450-2499,8803円,44分,126.8%,222件
24,2500-2549,8771円,43分,127.3%,216件
25,2550-2599,9165円,42分,129%,255件
26,2600-2649,9331円,41分,130.4%,214件
27,2650-2699,10172円,38分,136%,189件
28,2700-2749,11122円,36分,141.7%,190件
29,2750-2799,11669円,34分,145.7%,178件
30,2800-2849,12643円,30分,155.4%,175件
31,2850-2899,13385円,27分,166.1%,149件
32,2900-2949,14891円,25分,180.8%,137件
