,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,2206円,146分,102%,299件
1,500-549,1300円,148分,101.2%,501件
2,550-599,1030円,146分,100.9%,594件
3,600-649,2150円,139分,102.1%,637件
4,650-699,1883円,140分,101.8%,635件
5,700-749,1834円,136分,101.8%,665件
6,750-799,2046円,138分,102%,658件
7,800-849,1857円,136分,101.8%,690件
8,850-899,2388円,132分,102.4%,688件
9,900-949,2019円,131分,102%,650件
10,950-999,3154円,127分,103.3%,623件
11,1000-1049,2092円,130分,102.2%,742件
12,1050-1099,2731円,121分,103%,745件
13,1100-1149,2624円,121分,102.9%,797件
14,1150-1199,3261円,119分,103.7%,673件
15,1200-1249,3198円,113分,103.8%,686件
16,1250-1299,3521円,116分,104%,632件
17,1300-1349,3599円,112分,104.3%,588件
18,1350-1399,3851円,111分,104.6%,515件
19,1400-1449,3145円,105分,104%,475件
20,1450-1499,3951円,102分,105.2%,498件
21,1500-1549,4413円,101分,105.8%,428件
22,1550-1599,3896円,100分,105.2%,425件
23,1600-1649,4649円,95分,106.5%,466件
24,1650-1699,4816円,91分,107%,455件
25,1700-1749,4715円,89分,107.1%,444件
26,1750-1799,5212円,87分,108%,353件
27,1800-1849,5255円,83分,108.5%,377件
28,1850-1899,5485円,80分,109.1%,346件
29,1900-1949,5630円,77分,109.8%,359件
30,1950-1999,5112円,74分,109.3%,344件
31,2000-2049,5989円,70分,111.4%,317件
32,2050-2099,6032円,66分,112.1%,316件
33,2100-2149,5911円,61分,112.9%,318件
34,2150-2199,5967円,59分,113.5%,295件
35,2200-2249,6400円,54分,115.8%,296件
36,2250-2299,6734円,53分,117.1%,278件
37,2300-2349,6088円,49分,116.5%,263件
38,2350-2399,6945円,45分,120.5%,254件
39,2400-2449,7380円,45分,122.1%,251件
40,2450-2499,7940円,44分,124.1%,229件
41,2500-2549,8037円,43分,125.1%,228件
42,2550-2599,8272円,41分,127.2%,232件
43,2600-2649,8900円,39分,130.6%,225件
44,2650-2699,9238円,37分,133.7%,208件
45,2700-2749,10055円,35分,138.8%,190件
46,2750-2799,10721円,32分,144.9%,219件
47,2800-2849,11764円,29分,154.7%,203件
48,2850-2899,12305円,25分,164.8%,213件
49,2900-2949,13442円,23分,178.6%,164件
