,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,3586円,129分,103.7%,596件
1,1050-1099,4499円,123分,104.9%,612件
2,1100-1149,4565円,128分,104.8%,603件
3,1150-1199,4403円,121分,104.8%,612件
4,1200-1249,5098円,116分,105.9%,583件
5,1250-1299,4580円,117分,105.2%,528件
6,1300-1349,4531円,114分,105.3%,554件
7,1350-1399,5409円,110分,106.6%,518件
8,1400-1449,4659円,108分,105.8%,480件
9,1450-1499,4933円,106分,106.2%,488件
10,1500-1549,5305円,104分,106.8%,486件
11,1550-1599,5986円,99分,108.1%,458件
12,1600-1649,5360円,96分,107.4%,460件
13,1650-1699,5808円,95分,108.2%,449件
14,1700-1749,5210円,90分,107.7%,391件
15,1750-1799,6196円,88分,109.3%,358件
16,1800-1849,6039円,85分,109.5%,379件
17,1850-1899,6822円,81分,111.3%,323件
18,1900-1949,5846円,78分,110%,307件
19,1950-1999,7573円,75分,113.5%,307件
20,2000-2049,5934円,72分,111%,298件
21,2050-2099,6222円,69分,112.1%,301件
22,2100-2149,6739円,63分,114.2%,289件
23,2150-2199,6802円,61分,114.8%,271件
24,2200-2249,6767円,59分,115.4%,270件
25,2250-2299,7157円,53分,118%,236件
26,2300-2349,6142円,53分,115.3%,245件
27,2350-2399,7227円,49分,119.6%,206件
28,2400-2449,7332円,47分,120.7%,237件
29,2450-2499,8514円,43分,126.1%,222件
30,2500-2549,8483円,43分,126.5%,216件
31,2550-2599,8877円,42分,128.2%,255件
32,2600-2649,9042円,41分,129.7%,214件
33,2650-2699,9883円,37分,135.2%,189件
34,2700-2749,10834円,35分,141%,190件
35,2750-2799,11381円,34分,145%,178件
36,2800-2849,12354円,30分,154.6%,175件
37,2850-2899,13097円,27分,165.3%,149件
38,2900-2949,14603円,24分,180.1%,137件
