,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5600円,121分,106.2%,1149件
1,1150-1199,5910円,119分,106.6%,1095件
2,1200-1249,5894円,118分,106.7%,1041件
3,1250-1299,6798円,115分,107.9%,1057件
4,1300-1349,7022円,113分,108.3%,997件
5,1350-1399,6394円,111分,107.7%,1014件
6,1400-1449,6348円,108分,107.9%,924件
7,1450-1499,6451円,103分,108.4%,889件
8,1500-1549,7160円,102分,109.3%,858件
9,1550-1599,6180円,99分,108.3%,860件
10,1600-1649,7071円,97分,109.8%,833件
11,1650-1699,6782円,93分,109.7%,836件
12,1700-1749,6979円,90分,110.3%,778件
13,1750-1799,7624円,87分,111.7%,736件
14,1800-1849,7871円,86分,112.2%,772件
15,1850-1899,7622円,82分,112.4%,707件
16,1900-1949,7553円,79分,112.7%,714件
17,1950-1999,7807円,77分,113.6%,711件
18,2000-2049,8087円,74分,114.7%,724件
19,2050-2099,8462円,70分,116.2%,649件
20,2100-2149,8126円,64分,116.8%,664件
21,2150-2199,7787円,59分,117.5%,633件
22,2200-2249,8038円,54分,119.9%,609件
23,2250-2299,8379円,51分,121.8%,595件
24,2300-2349,8276円,48分,122.8%,573件
25,2350-2399,8408円,45分,124.7%,573件
26,2400-2449,8535円,44分,125.7%,578件
27,2450-2499,9203円,42分,129.4%,545件
28,2500-2549,9233円,41分,130%,521件
29,2550-2599,9421円,41分,131%,513件
30,2600-2649,9910円,39分,133.5%,464件
31,2650-2699,10780円,37分,139.3%,499件
32,2700-2749,11058円,35分,142.5%,462件
33,2750-2799,11608円,32分,148.9%,474件
34,2800-2849,12486円,30分,155.8%,432件
35,2850-2899,12177円,30分,153.6%,381件
