,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,10590円,108分,113%,33件
1,1250-1299,8707円,112分,110.4%,43件
2,1300-1349,5467円,107分,106.8%,38件
3,1350-1399,8893円,102分,111.6%,46件
4,1400-1449,8444円,99分,111.4%,48件
5,1450-1499,9425円,102分,112.3%,64件
6,1500-1549,9334円,103分,112%,63件
7,1550-1599,8677円,102分,111.3%,60件
8,1600-1649,8326円,94分,111.8%,73件
9,1650-1699,8203円,95分,111.5%,75件
10,1700-1749,9466円,87分,114.5%,72件
11,1750-1799,9617円,84分,115.2%,62件
12,1800-1849,8612円,90分,112.8%,64件
13,1850-1899,9855円,79分,116.6%,57件
14,1900-1949,8779円,82分,114.3%,69件
15,1950-1999,10221円,74分,118.3%,70件
16,2000-2049,8706円,70分,116.6%,61件
17,2050-2099,10095円,65分,120.7%,53件
18,2100-2149,11123円,68分,121.8%,68件
19,2150-2199,8757円,60分,119.4%,48件
20,2200-2249,7508円,58分,117.2%,53件
21,2250-2299,9752円,51分,125.7%,52件
22,2300-2349,11604円,42分,137.1%,53件
23,2350-2399,8738円,44分,126.7%,38件
24,2400-2449,10318円,40分,134.2%,40件
25,2450-2499,11041円,36分,141%,35件
26,2500-2549,10705円,40分,135.6%,34件
27,2550-2599,11190円,35分,142.9%,43件
28,2600-2649,11753円,36分,144%,44件
29,2650-2699,12143円,34分,147.4%,43件
30,2700-2749,11803円,36分,143.7%,29件
31,2750-2799,12566円,32分,152.7%,33件
32,2800-2849,13026円,29分,159%,38件
33,2850-2899,13449円,26分,169.2%,33件
34,2900-2949,14168円,23分,183.6%,19件
