,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,251円,146分,100.2%,377件
1,450-499,-1009円,148分,99.1%,604件
2,500-549,-1229円,147分,98.9%,706件
3,550-599,-23円,140分,100%,767件
4,600-649,-451円,141分,99.6%,757件
5,650-699,-244円,138分,99.8%,794件
6,700-749,-100円,138分,99.9%,797件
7,750-799,-332円,138分,99.7%,810件
8,800-849,71円,135分,100.1%,820件
9,850-899,137円,132分,100.1%,793件
10,900-949,1017円,129分,101.1%,756件
11,950-999,35円,129分,100%,903件
12,1000-1049,853円,122分,100.9%,896件
13,1050-1099,689円,122分,100.7%,944件
14,1100-1149,1282円,120分,101.4%,805件
15,1150-1199,1306円,115分,101.5%,809件
16,1200-1249,1258円,117分,101.4%,736件
17,1250-1299,1929円,113分,102.3%,713件
18,1300-1349,2022円,112分,102.4%,628件
19,1350-1399,1433円,107分,101.8%,578件
20,1400-1449,1947円,103分,102.5%,586件
21,1450-1499,2820円,102分,103.7%,537件
22,1500-1549,1996円,101分,102.6%,507件
23,1550-1599,2731円,97分,103.7%,556件
24,1600-1649,2939円,93分,104.2%,532件
25,1650-1699,2964円,91分,104.3%,526件
26,1700-1749,3723円,89分,105.6%,430件
27,1750-1799,3678円,85分,105.7%,447件
28,1800-1849,4136円,83分,106.7%,442件
29,1850-1899,3898円,80分,106.5%,432件
30,1900-1949,3843円,76分,106.8%,423件
31,1950-1999,4669円,72分,108.7%,392件
32,2000-2049,4667円,70分,108.9%,376件
33,2050-2099,4433円,65分,109.1%,377件
34,2100-2149,4745円,62分,110.1%,355件
35,2150-2199,4910円,58分,111.3%,351件
36,2200-2249,5479円,56分,113.1%,329件
37,2250-2299,5294円,52分,113.5%,320件
38,2300-2349,6004円,48分,116.7%,318件
39,2350-2399,6364円,46分,118.5%,312件
40,2400-2449,6650円,45分,119.6%,276件
41,2450-2499,6622円,44分,120.1%,269件
42,2500-2549,6850円,42分,121.5%,264件
43,2550-2599,8006円,40分,127%,286件
44,2600-2649,7907円,39分,127.2%,241件
45,2650-2699,8962円,36分,133.3%,232件
46,2700-2749,9445円,34分,137.2%,269件
47,2750-2799,10238円,31分,143.4%,236件
48,2800-2849,10771円,28分,151.2%,250件
49,2850-2899,11902円,26分,162.1%,210件
50,2900-2949,12572円,22分,176.6%,197件
