,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,2133円,125分,102.3%,25件
1,1100-1149,2326円,118分,102.6%,34件
2,1150-1199,4264円,126分,104.5%,29件
3,1200-1249,4271円,119分,104.8%,54件
4,1250-1299,4815円,107分,106%,48件
5,1300-1349,3767円,112分,104.5%,48件
6,1350-1399,2827円,105分,103.6%,54件
7,1400-1449,5163円,102分,106.7%,75件
8,1450-1499,5871円,100分,107.8%,62件
9,1500-1549,4368円,102分,105.7%,61件
10,1550-1599,3356円,92分,104.8%,64件
11,1600-1649,3980円,91分,105.8%,59件
12,1650-1699,5035円,92分,107.3%,72件
13,1700-1749,5407円,88分,108.2%,56件
14,1750-1799,3945円,82分,106.4%,73件
15,1800-1849,4594円,82分,107.5%,67件
16,1850-1899,5242円,75分,109.4%,58件
17,1900-1949,5539円,72分,110.2%,77件
18,1950-1999,6311円,73分,111.5%,79件
19,2000-2049,4330円,67分,108.7%,64件
20,2050-2099,6314円,64分,113.1%,81件
21,2100-2149,5561円,64分,111.5%,82件
22,2150-2199,4567円,58分,110.6%,69件
23,2200-2249,6169円,54分,115.3%,69件
24,2250-2299,5870円,54分,114.5%,67件
25,2300-2349,5859円,49分,116%,73件
26,2350-2399,6747円,44分,120.2%,48件
27,2400-2449,5242円,46分,115.2%,50件
28,2450-2499,5335円,46分,115.3%,54件
29,2500-2549,7455円,40分,125.1%,48件
30,2550-2599,8762円,35分,133.6%,29件
31,2600-2649,9062円,35分,134.4%,42件
32,2650-2699,8270円,35分,131.6%,36件
33,2700-2749,9191円,34分,136.5%,41件
34,2750-2799,9740円,33分,139.7%,48件
35,2800-2849,11580円,27分,156.3%,34件
36,2850-2899,12272円,25分,165.2%,25件
37,2900-2949,13477円,23分,178.3%,40件
