,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,3764円,136分,103.7%,85件
1,800-849,3799円,131分,103.9%,174件
2,850-899,4957円,125分,105.3%,212件
3,900-949,5698円,117分,106.5%,215件
4,950-999,5079円,122分,105.5%,217件
5,1000-1049,5165円,117分,105.9%,225件
6,1050-1099,4587円,120分,105.1%,237件
7,1100-1149,5637円,122分,106.2%,232件
8,1150-1199,5871円,111分,107.1%,227件
9,1200-1249,6167円,111分,107.4%,229件
10,1250-1299,6311円,107分,107.9%,209件
11,1300-1349,5888円,109分,107.2%,242件
12,1350-1399,6452円,101分,108.6%,247件
13,1400-1449,6884円,103分,108.9%,289件
14,1450-1499,6640円,102分,108.7%,220件
15,1500-1549,6149円,95分,108.7%,239件
16,1550-1599,7490円,95分,110.5%,176件
17,1600-1649,7530円,90分,111.1%,192件
18,1650-1699,8332円,89分,112.5%,158件
19,1700-1749,7059円,83分,111.3%,156件
20,1750-1799,8499円,84分,113.5%,165件
21,1800-1849,8281円,81分,113.6%,134件
22,1850-1899,7786円,77分,113.4%,147件
23,1900-1949,9599円,71分,118%,162件
24,1950-1999,8392円,71分,115.7%,170件
25,2000-2049,8504円,69分,116.5%,152件
26,2050-2099,9743円,66分,119.6%,124件
27,2100-2149,8915円,62分,119.2%,132件
28,2150-2199,10302円,59分,123.3%,115件
29,2200-2249,10142円,57分,123.9%,130件
30,2250-2299,9604円,51分,125%,115件
31,2300-2349,10000円,45分,129.5%,118件
32,2350-2399,10075円,38分,135.2%,118件
33,2400-2449,9801円,36分,136.1%,119件
34,2450-2499,10535円,35分,140.2%,89件
35,2500-2549,11632円,33分,147.5%,97件
36,2550-2599,11759円,32分,149.1%,90件
37,2600-2649,10778円,33分,143.7%,85件
38,2650-2699,11940円,30分,153.4%,74件
39,2700-2749,13212円,29分,161.3%,87件
40,2750-2799,13264円,28分,162.8%,78件
41,2800-2849,13131円,27分,164.1%,80件
42,2850-2899,13735円,23分,180.9%,70件
43,2900-2949,13939円,22分,184.1%,75件
