,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,2038円,141分,101.9%,8824件
1,600-649,2367円,138分,102.3%,2862件
2,650-699,2915円,136分,102.9%,1506件
3,700-749,2647円,135分,102.6%,1019件
4,750-799,3049円,133分,103.1%,850件
5,800-849,3114円,132分,103.1%,715件
6,850-899,3416円,129分,103.5%,679件
7,900-949,3794円,124分,104.1%,662件
8,950-999,3462円,124分,103.7%,670件
9,1000-1049,3997円,122分,104.4%,605件
10,1050-1099,3800円,120分,104.2%,600件
11,1100-1149,4317円,119分,104.8%,661件
12,1150-1199,4739円,118分,105.4%,632件
13,1200-1249,4086円,113分,104.8%,572件
14,1250-1299,4349円,110分,105.3%,677件
15,1300-1349,4391円,107分,105.5%,614件
16,1350-1399,5061円,104分,106.5%,621件
17,1400-1449,6206円,101分,108.2%,613件
18,1450-1499,6052円,101分,108%,584件
19,1500-1549,5921円,100分,107.9%,595件
20,1550-1599,5772円,94分,108.2%,577件
21,1600-1649,5471円,90分,108.1%,494件
22,1650-1699,6491円,90分,109.7%,497件
23,1700-1749,5686円,86分,108.8%,500件
24,1750-1799,6788円,83分,110.9%,488件
25,1800-1849,6253円,81分,110.3%,509件
26,1850-1899,6787円,78分,111.5%,442件
27,1900-1949,7395円,75分,113.1%,426件
28,1950-1999,7503円,73分,113.7%,448件
29,2000-2049,7610円,71分,114.4%,421件
30,2050-2099,7386円,66分,114.9%,408件
31,2100-2149,8278円,64分,117.2%,440件
32,2150-2199,8310円,61分,118.3%,407件
33,2200-2249,8584円,57分,120.1%,373件
34,2250-2299,8618円,50分,123.2%,367件
35,2300-2349,8568円,43分,126.3%,369件
36,2350-2399,8728円,39分,129.8%,357件
37,2400-2449,9356円,38分,132.6%,327件
38,2450-2499,9229円,37分,133%,352件
39,2500-2549,9146円,37分,133.3%,344件
40,2550-2599,9868円,35分,137.8%,348件
41,2600-2649,10571円,33分,142.9%,306件
42,2650-2699,10665円,32分,143.9%,302件
43,2700-2749,10975円,31分,147.7%,311件
44,2750-2799,11499円,29分,152.1%,285件
45,2800-2849,12552円,26分,163.6%,305件
46,2850-2899,12605円,24分,169.3%,279件
47,2900-2949,12775円,21分,179.5%,227件
