,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,4826円,105分,106.1%,14件
1,1250-1299,5749円,113分,106.8%,19件
2,1300-1349,7503円,98分,110.2%,25件
3,1350-1399,6107円,104分,107.9%,31件
4,1400-1449,7636円,95分,110.7%,16件
5,1450-1499,5525円,103分,107.1%,16件
6,1500-1549,7322円,95分,110.3%,26件
7,1550-1599,5140円,99分,106.9%,29件
8,1600-1649,7458円,89分,111.1%,42件
9,1650-1699,7887円,91分,111.5%,32件
10,1700-1749,7118円,91分,110.4%,36件
11,1750-1799,8101円,78分,113.8%,30件
12,1800-1849,8010円,80分,113.3%,36件
13,1850-1899,5264円,70分,110%,26件
14,1900-1949,8123円,76分,114.3%,33件
15,1950-1999,7499円,69分,114.5%,43件
16,2000-2049,9031円,68分,117.8%,37件
17,2050-2099,6736円,66分,113.5%,38件
18,2100-2149,8017円,61分,117.5%,39件
19,2150-2199,9525円,52分,124.4%,32件
20,2200-2249,8467円,51分,122%,35件
21,2250-2299,8790円,45分,125.8%,44件
22,2300-2349,9357円,45分,127.6%,40件
23,2350-2399,6052円,44分,118.3%,40件
24,2400-2449,7403円,40分,124.5%,31件
25,2450-2499,8742円,36分,132%,48件
26,2500-2549,6167円,42分,119.6%,42件
27,2550-2599,7600円,36分,128%,38件
28,2600-2649,9033円,33分,136.5%,31件
29,2650-2699,10722円,29分,148.6%,39件
30,2700-2749,9560円,32分,139.9%,26件
31,2750-2799,10152円,28分,148.8%,23件
32,2800-2849,11095円,26分,156%,32件
33,2850-2899,12617円,25分,166.8%,30件
34,2900-2949,13056円,23分,176.2%,21件
