,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,6614円,107分,108.2%,330件
1,1450-1499,6806円,106分,108.6%,334件
2,1500-1549,6656円,103分,108.6%,283件
3,1550-1599,5828円,101分,107.7%,273件
4,1600-1649,6535円,98分,108.9%,274件
5,1650-1699,7035円,94分,110%,286件
6,1700-1749,6931円,91分,110.2%,249件
7,1750-1799,6328円,89分,109.5%,255件
8,1800-1849,7265円,88分,111.1%,263件
9,1850-1899,7442円,81分,112.3%,223件
10,1900-1949,8021円,82分,113%,199件
11,1950-1999,7602円,74分,113.6%,216件
12,2000-2049,8844円,71分,116.7%,197件
13,2050-2099,6267円,70分,112%,173件
14,2100-2149,8404円,64分,117.6%,162件
15,2150-2199,7280円,60分,116.3%,179件
16,2200-2249,7612円,56分,118.1%,184件
17,2250-2299,8751円,51分,123.1%,164件
18,2300-2349,8430円,50分,122.3%,157件
19,2350-2399,7610円,48分,120.9%,143件
20,2400-2449,9226円,44分,128%,140件
21,2450-2499,8325円,46分,123.9%,140件
22,2500-2549,9245円,43分,128.7%,123件
23,2550-2599,9903円,42分,131.5%,130件
24,2600-2649,9581円,41分,131.1%,114件
25,2650-2699,10619円,37分,138.4%,120件
26,2700-2749,11500円,36分,143%,145件
27,2750-2799,11894円,33分,148.1%,124件
28,2800-2849,12837円,30分,157.1%,110件
29,2850-2899,14518円,27分,172.3%,107件
30,2900-2949,14685円,25分,178.5%,102件
