,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,505円,146分,100.5%,112件
1,650-699,826円,143分,100.8%,135件
2,700-749,778円,133分,100.8%,156件
3,750-799,-833円,138分,99.2%,189件
4,800-849,1752円,133分,101.8%,210件
5,850-899,980円,132分,101%,229件
6,900-949,1857円,127分,102%,272件
7,950-999,582円,130分,100.6%,277件
8,1000-1049,1682円,127分,101.8%,269件
9,1050-1099,2428円,122分,102.7%,311件
10,1100-1149,1151円,123分,101.2%,327件
11,1150-1199,1524円,118分,101.7%,360件
12,1200-1249,2878円,114分,103.4%,353件
13,1250-1299,2904円,116分,103.3%,351件
14,1300-1349,2651円,109分,103.2%,342件
15,1350-1399,3500円,103分,104.5%,343件
16,1400-1449,3074円,104分,103.9%,330件
17,1450-1499,3289円,103分,104.3%,334件
18,1500-1549,3222円,100分,104.3%,283件
19,1550-1599,2574円,98分,103.5%,273件
20,1600-1649,3293円,95分,104.6%,274件
21,1650-1699,3883円,91分,105.7%,286件
22,1700-1749,3873円,88分,105.9%,249件
23,1750-1799,3407円,87分,105.3%,255件
24,1800-1849,4290円,85分,106.7%,263件
25,1850-1899,4665円,78分,108%,223件
26,1900-1949,5108円,79分,108.6%,199件
27,1950-1999,5042円,72分,109.3%,216件
28,2000-2049,6278円,68分,112.2%,197件
29,2050-2099,3978円,68分,107.8%,173件
30,2100-2149,6101円,62分,113.2%,162件
31,2150-2199,5196円,58分,112%,179件
32,2200-2249,5639円,54分,113.9%,184件
33,2250-2299,6851円,49分,118.7%,164件
34,2300-2349,6610円,49分,118.1%,157件
35,2350-2399,5897円,47分,116.8%,143件
36,2400-2449,7525円,42分,123.6%,140件
37,2450-2499,6624円,45分,119.7%,140件
38,2500-2549,7544円,41分,124.3%,123件
39,2550-2599,8202円,40分,127%,130件
40,2600-2649,7880円,40分,126.6%,114件
41,2650-2699,8918円,35分,133.6%,120件
42,2700-2749,9799円,34分,138.2%,145件
43,2750-2799,10193円,31分,143.2%,124件
44,2800-2849,11136円,28分,152.2%,110件
45,2850-2899,12817円,25分,167.6%,107件
46,2900-2949,12984円,23分,173.9%,102件
