,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,1704円,150分,101.5%,15564件
1,450-499,1989円,150分,101.8%,4805件
2,500-549,2472円,147分,102.2%,2549件
3,550-599,2621円,144分,102.4%,1735件
4,600-649,2474円,143分,102.3%,1456件
5,650-699,2225円,142分,102.1%,1208件
6,700-749,2887円,139分,102.8%,1157件
7,750-799,3069円,135分,103%,1125件
8,800-849,2864円,135分,102.8%,1143件
9,850-899,3181円,131分,103.2%,1021件
10,900-949,2788円,130分,102.9%,1009件
11,950-999,3284円,127分,103.4%,1077件
12,1000-1049,3642円,128分,103.8%,1071件
13,1050-1099,3550円,124分,103.8%,963件
14,1100-1149,3667円,119分,104.1%,1149件
15,1150-1199,3981円,118分,104.5%,1095件
16,1200-1249,3996円,116分,104.6%,1041件
17,1250-1299,4900円,113分,105.8%,1057件
18,1300-1349,5129円,112分,106.1%,997件
19,1350-1399,4566円,110分,105.6%,1014件
20,1400-1449,4585円,106分,105.8%,924件
21,1450-1499,4759円,101分,106.3%,889件
22,1500-1549,5443円,101分,107.2%,858件
23,1550-1599,4562円,98分,106.2%,860件
24,1600-1649,5448円,95分,107.6%,833件
25,1650-1699,5229円,92分,107.6%,836件
26,1700-1749,5477円,89分,108.2%,778件
27,1750-1799,6118円,86分,109.5%,736件
28,1800-1849,6385円,85分,110.1%,772件
29,1850-1899,6214円,81分,110.3%,707件
30,1900-1949,6191円,78分,110.6%,714件
31,1950-1999,6468円,76分,111.4%,711件
32,2000-2049,6793円,72分,112.5%,724件
33,2050-2099,7204円,69分,114%,649件
34,2100-2149,6971円,63分,114.7%,664件
35,2150-2199,6737円,59分,115.3%,633件
36,2200-2249,7055円,53分,117.8%,609件
37,2250-2299,7444円,50分,119.7%,595件
38,2300-2349,7390円,48分,120.7%,573件
39,2350-2399,7551円,45分,122.5%,573件
40,2400-2449,7700円,44分,123.6%,578件
41,2450-2499,8372円,41分,127.2%,545件
42,2500-2549,8402円,40分,127.8%,521件
43,2550-2599,8591円,40分,128.8%,513件
44,2600-2649,9079円,39分,131.2%,464件
45,2650-2699,9950円,36分,137.1%,499件
46,2700-2749,10227円,34分,140.2%,462件
47,2750-2799,10778円,31分,146.5%,474件
48,2800-2849,11656円,29分,153.4%,432件
49,2850-2899,11347円,30分,151.2%,381件
