,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-289円,159分,99.8%,251件
1,300-349,-523円,157分,99.6%,355件
2,350-399,-473円,157分,99.6%,415件
3,400-449,116円,145分,100.1%,531件
4,450-499,-983円,149分,99.1%,595件
5,500-549,449円,147分,100.4%,666件
6,550-599,161円,147分,100.1%,692件
7,600-649,621円,144分,100.6%,792件
8,650-699,162円,142分,100.2%,805件
9,700-749,837円,139分,100.8%,841件
10,750-799,1177円,137分,101.1%,950件
11,800-849,568円,137分,100.6%,949件
12,850-899,645円,136分,100.6%,1041件
13,900-949,1223円,129分,101.3%,1069件
14,950-999,1264円,132分,101.3%,1070件
15,1000-1049,1321円,127分,101.4%,1050件
16,1050-1099,1553円,124分,101.7%,981件
17,1100-1149,1866円,124分,102%,946件
18,1150-1199,1823円,119分,102%,973件
19,1200-1249,2317円,116分,102.7%,904件
20,1250-1299,2084円,113分,102.5%,864件
21,1300-1349,1992円,113分,102.4%,872件
22,1350-1399,2271円,110分,102.7%,846件
23,1400-1449,2858円,105分,103.6%,798件
24,1450-1499,2918円,103分,103.8%,841件
25,1500-1549,3038円,102分,104%,773件
26,1550-1599,2938円,97分,104%,719件
27,1600-1649,3402円,96分,104.7%,658件
28,1650-1699,3785円,93分,105.4%,651件
29,1700-1749,4535円,88分,106.9%,592件
30,1750-1799,3774円,86分,105.8%,549件
31,1800-1849,4728円,84分,107.5%,529件
32,1850-1899,4296円,80分,107.2%,533件
33,1900-1949,4368円,77分,107.6%,532件
34,1950-1999,4577円,72分,108.4%,511件
35,2000-2049,4882円,70分,109.3%,498件
36,2050-2099,4589円,67分,109.1%,468件
37,2100-2149,5623円,63分,111.9%,446件
38,2150-2199,4773円,63分,110.1%,442件
39,2200-2249,5887円,58分,113.5%,399件
40,2250-2299,4852円,55分,111.8%,404件
41,2300-2349,5659円,51分,114.8%,387件
42,2350-2399,6327円,46分,118.2%,395件
43,2400-2449,6168円,47分,117.6%,451件
44,2450-2499,6443円,45分,119.2%,360件
45,2500-2549,7439円,42分,123.6%,333件
46,2550-2599,7756円,42分,124.8%,335件
47,2600-2649,8728円,38分,130.3%,338件
48,2650-2699,9047円,37分,132.9%,309件
49,2700-2749,9787円,33分,139%,298件
50,2750-2799,10814円,33分,144.3%,284件
51,2800-2849,11546円,29分,153.3%,290件
52,2850-2899,12732円,26分,165.8%,255件
53,2900-2949,13275円,24分,174.7%,187件
