,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,6401円,119分,107.2%,521件
1,1200-1249,6146円,117分,107%,558件
2,1250-1299,6939円,115分,108%,444件
3,1300-1349,6051円,110分,107.4%,467件
4,1350-1399,6757円,112分,108.1%,402件
5,1400-1449,6607円,107分,108.2%,405件
6,1450-1499,6688円,106分,108.4%,336件
7,1500-1549,6578円,100分,108.8%,329件
8,1550-1599,7608円,99分,110.2%,345件
9,1600-1649,7575円,95分,110.6%,290件
10,1650-1699,7295円,94分,110.3%,304件
11,1700-1749,7750円,90分,111.4%,324件
12,1750-1799,7393円,86分,111.4%,320件
13,1800-1849,7544円,86分,111.6%,314件
14,1850-1899,7757円,82分,112.7%,240件
15,1900-1949,7862円,78分,113.5%,255件
16,1950-1999,8594円,75分,115.4%,251件
17,2000-2049,9121円,71分,117%,254件
18,2050-2099,7839円,68分,115.3%,242件
19,2100-2149,8515円,65分,117.4%,230件
20,2150-2199,8582円,59分,119.3%,227件
21,2200-2249,8319円,54分,120.6%,232件
22,2250-2299,8411円,50分,122.3%,207件
23,2300-2349,8974円,46分,126%,203件
24,2350-2399,8827円,46分,125.7%,187件
25,2400-2449,8877円,43分,127.4%,187件
26,2450-2499,9911円,41分,132.2%,171件
27,2500-2549,9834円,42分,131.3%,177件
28,2550-2599,10565円,41分,134.6%,159件
29,2600-2649,10712円,40分,136.1%,164件
30,2650-2699,10889円,37分,139.4%,157件
31,2700-2749,11378円,35分,143%,158件
32,2750-2799,12035円,33分,148.9%,136件
33,2800-2849,12885円,30分,157.1%,125件
34,2850-2899,13685円,27分,166.9%,157件
35,2900-2949,14514円,23分,182.5%,128件
