,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,1411円,142分,101.3%,53件
1,700-749,2253円,138分,102.2%,68件
2,750-799,1716円,132分,101.7%,96件
3,800-849,3153円,136分,103.1%,92件
4,850-899,1715円,130分,101.8%,96件
5,900-949,2990円,131分,103%,114件
6,950-999,1540円,130分,101.6%,133件
7,1000-1049,1975円,128分,102.1%,117件
8,1050-1099,2796円,124分,103%,143件
9,1100-1149,3649円,119分,104.1%,176件
10,1150-1199,2928円,119分,103.3%,159件
11,1200-1249,3235円,119分,103.6%,197件
12,1250-1299,3262円,117分,103.7%,180件
13,1300-1349,3594円,111分,104.3%,209件
14,1350-1399,2632円,111分,103.2%,224件
15,1400-1449,3356円,108分,104.1%,211件
16,1450-1499,3997円,102分,105.2%,175件
17,1500-1549,3417円,106分,104.3%,185件
18,1550-1599,4368円,98分,105.9%,197件
19,1600-1649,3510円,97分,104.8%,199件
20,1650-1699,5135円,90分,107.6%,208件
21,1700-1749,3421円,89分,105.1%,188件
22,1750-1799,5802円,84分,109.3%,186件
23,1800-1849,5634円,84分,109%,185件
24,1850-1899,4809円,79分,108.1%,153件
25,1900-1949,5071円,77分,108.8%,169件
26,1950-1999,5706円,71分,110.7%,153件
27,2000-2049,5869円,69分,111.4%,161件
28,2050-2099,6893円,65分,114.1%,140件
29,2100-2149,7487円,62分,116%,137件
30,2150-2199,6652円,56分,115.9%,112件
31,2200-2249,6554円,56分,115.6%,120件
32,2250-2299,6722円,52分,117.1%,125件
33,2300-2349,6463円,50分,117.1%,120件
34,2350-2399,5154円,50分,113.7%,113件
35,2400-2449,7775円,44分,123.7%,112件
36,2450-2499,7403円,43分,122.9%,109件
37,2500-2549,7571円,42分,123.8%,106件
38,2550-2599,7933円,40分,126.2%,104件
39,2600-2649,9064円,37分,132.6%,92件
40,2650-2699,8481円,37分,130.7%,101件
41,2700-2749,9476円,35分,135.7%,91件
42,2750-2799,10715円,31分,145.8%,84件
43,2800-2849,11408円,29分,151.8%,65件
44,2850-2899,12366円,25分,164.7%,83件
45,2900-2949,12967円,25分,167.9%,72件
