,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-1753円,159分,98.5%,396件
1,250-299,-296円,156分,99.7%,664件
2,300-349,-909円,156分,99.2%,1020件
3,350-399,-861円,154分,99.3%,1197件
4,400-449,-211円,150分,99.8%,1309件
5,450-499,-72円,150分,99.9%,1342件
6,500-549,246円,144分,100.2%,1402件
7,550-599,239円,145分,100.2%,1429件
8,600-649,31円,144分,100%,1418件
9,650-699,427円,143分,100.4%,1450件
10,700-749,584円,139分,100.6%,1456件
11,750-799,1243円,136分,101.2%,1363件
12,800-849,465円,137分,100.5%,1633件
13,850-899,1051円,132分,101.1%,1597件
14,900-949,922円,130分,100.9%,1616件
15,950-999,1570円,128分,101.6%,1472件
16,1000-1049,1621円,125分,101.7%,1455件
17,1050-1099,1688円,124分,101.8%,1274件
18,1100-1149,1752円,121分,101.9%,1241件
19,1150-1199,1827円,121分,102%,1110件
20,1200-1249,1725円,115分,102%,1065件
21,1250-1299,2297円,114分,102.7%,1073件
22,1300-1349,2514円,112分,103%,992件
23,1350-1399,2298円,110分,102.8%,938件
24,1400-1449,2946円,106分,103.7%,990件
25,1450-1499,3511円,102分,104.6%,995件
26,1500-1549,2971円,100分,104%,900件
27,1550-1599,3675円,99分,105%,760件
28,1600-1649,3403円,96分,104.7%,778件
29,1650-1699,3754円,93分,105.4%,786件
30,1700-1749,3334円,89分,105%,739件
31,1750-1799,3861円,86分,106%,768件
32,1800-1849,4161円,83分,106.7%,700件
33,1850-1899,4636円,80分,107.8%,680件
34,1900-1949,4398円,75分,107.9%,677件
35,1950-1999,4492円,74分,108.1%,619件
36,2000-2049,4648円,69分,108.9%,634件
37,2050-2099,4482円,69分,108.7%,594件
38,2100-2149,5208円,64分,110.8%,586件
39,2150-2199,5813円,60分,113%,573件
40,2200-2249,5570円,58分,112.7%,578件
41,2250-2299,5584円,54分,113.7%,501件
42,2300-2349,6091円,51分,115.9%,514件
43,2350-2399,5774円,48分,115.9%,463件
44,2400-2449,6325円,46分,118.4%,474件
45,2450-2499,6760円,44分,120.5%,460件
46,2500-2549,7166円,43分,122.3%,437件
47,2550-2599,7821円,41分,125.3%,469件
48,2600-2649,8735円,38分,130.7%,437件
49,2650-2699,8952円,36分,133.1%,471件
50,2700-2749,9906円,34分,138.5%,400件
51,2750-2799,10376円,32分,142.9%,381件
52,2800-2849,11398円,29分,152.5%,355件
53,2850-2899,12165円,26分,162.7%,327件
54,2900-2949,13310円,23分,177.3%,252件
