,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-2020円,151分,98.2%,56件
1,500-549,-1441円,148分,98.7%,87件
2,550-599,-1057円,145分,99%,112件
3,600-649,-1536円,141分,98.5%,151件
4,650-699,-226円,139分,99.8%,157件
5,700-749,-361円,138分,99.7%,171件
6,750-799,-404円,136分,99.6%,193件
7,800-849,-839円,136分,99.2%,235件
8,850-899,-260円,132分,99.7%,231件
9,900-949,83円,131分,100.1%,232件
10,950-999,996円,125分,101.1%,306件
11,1000-1049,1207円,124分,101.3%,287件
12,1050-1099,421円,122分,100.5%,342件
13,1100-1149,1211円,122分,101.3%,332件
14,1150-1199,808円,118分,100.9%,341件
15,1200-1249,465円,116分,100.5%,389件
16,1250-1299,1239円,116分,101.4%,381件
17,1300-1349,1563円,111分,101.9%,323件
18,1350-1399,973円,112分,101.2%,337件
19,1400-1449,1738円,105分,102.2%,351件
20,1450-1499,1222円,105分,101.6%,339件
21,1500-1549,2091円,99分,102.8%,341件
22,1550-1599,1602円,96分,102.2%,334件
23,1600-1649,3345円,93分,104.8%,333件
24,1650-1699,3527円,92分,105.1%,368件
25,1700-1749,2620円,88分,104%,295件
26,1750-1799,2936円,86分,104.6%,300件
27,1800-1849,3726円,81分,106.1%,283件
28,1850-1899,3906円,76分,106.8%,280件
29,1900-1949,4526円,75分,108%,255件
30,1950-1999,4478円,73分,108.2%,248件
31,2000-2049,4437円,68分,108.7%,229件
32,2050-2099,5142円,66分,110.3%,227件
33,2100-2149,5504円,62分,111.9%,224件
34,2150-2199,4583円,61分,110%,221件
35,2200-2249,3371円,60分,107.5%,199件
36,2250-2299,5287円,52分,113.6%,184件
37,2300-2349,5289円,51分,113.9%,181件
38,2350-2399,5612円,47分,115.9%,188件
39,2400-2449,5663円,46分,116.3%,185件
40,2450-2499,6253円,43分,119.4%,158件
41,2500-2549,6072円,43分,119%,172件
42,2550-2599,6754円,42分,121.4%,140件
43,2600-2649,8280円,37分,129.7%,158件
44,2650-2699,8881円,37分,132.2%,125件
45,2700-2749,9433円,33分,138.2%,155件
46,2750-2799,9696円,34分,138.6%,123件
47,2800-2849,10947円,29分,150.9%,116件
48,2850-2899,12124円,25分,164.4%,113件
49,2900-2949,12889円,23分,174.9%,116件
