,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,3994円,149分,103.6%,20件
1,600-649,2121円,141分,102%,32件
2,650-699,2732円,124分,102.9%,45件
3,700-749,1985円,148分,101.8%,67件
4,750-799,4717円,135分,104.7%,73件
5,800-849,2380円,138分,102.3%,68件
6,850-899,4052円,131分,104.1%,87件
7,900-949,2729円,132分,102.7%,102件
8,950-999,2638円,130分,102.7%,98件
9,1000-1049,2430円,130分,102.5%,127件
10,1050-1099,3553円,131分,103.6%,134件
11,1100-1149,3840円,123分,104.2%,163件
12,1150-1199,4635円,111分,105.6%,163件
13,1200-1249,3920円,118分,104.4%,162件
14,1250-1299,4323円,110分,105.2%,164件
15,1300-1349,4026円,111分,104.9%,180件
16,1350-1399,3166円,110分,103.8%,198件
17,1400-1449,3534円,108分,104.4%,174件
18,1450-1499,4210円,103分,105.4%,204件
19,1500-1549,3846円,101分,105.1%,190件
20,1550-1599,4785円,100分,106.4%,204件
21,1600-1649,4758円,99分,106.4%,194件
22,1650-1699,5327円,93分,107.6%,176件
23,1700-1749,4042円,89分,106%,195件
24,1750-1799,5081円,84分,108.1%,212件
25,1800-1849,4659円,83分,107.5%,189件
26,1850-1899,6379円,81分,110.5%,192件
27,1900-1949,6028円,76分,110.5%,152件
28,1950-1999,4727円,75分,108.4%,160件
29,2000-2049,6435円,71分,112.1%,169件
30,2050-2099,6518円,69分,112.6%,148件
31,2100-2149,6824円,64分,114.2%,171件
32,2150-2199,6439円,60分,114.3%,140件
33,2200-2249,7158円,55分,117.3%,133件
34,2250-2299,6357円,54分,115.6%,138件
35,2300-2349,7064円,49分,119.1%,138件
36,2350-2399,6694円,48分,118.8%,99件
37,2400-2449,6909円,47分,119.8%,118件
38,2450-2499,7515円,44分,122.9%,114件
39,2500-2549,6842円,43分,121%,93件
40,2550-2599,8741円,39分,129.7%,94件
41,2600-2649,9312円,37分,133.3%,88件
42,2650-2699,9955円,34分,138.7%,91件
43,2700-2749,9884円,37分,135.9%,102件
44,2750-2799,10793円,32分,145.3%,96件
45,2800-2849,12079円,30分,153.3%,77件
46,2850-2899,12960円,26分,166.4%,80件
47,2900-2949,13951円,24分,177.7%,55件
