,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2102円,140分,102%,4739件
1,700-749,1912円,137分,101.9%,5136件
2,750-799,2450円,135分,102.4%,5425件
3,800-849,2414円,133分,102.4%,5057件
4,850-899,2756円,130分,102.8%,5010件
5,900-949,2761円,129分,102.9%,4745件
6,950-999,2644円,126分,102.8%,4653件
7,1000-1049,2904円,124分,103.1%,4441件
8,1050-1099,3143円,121分,103.5%,4329件
9,1100-1149,3246円,120分,103.6%,4157件
10,1150-1199,3588円,116分,104.1%,4100件
11,1200-1249,3437円,114分,104%,4064件
12,1250-1299,3394円,112分,104%,3954件
13,1300-1349,3634円,109分,104.5%,3805件
14,1350-1399,3861円,107分,104.8%,3801件
15,1400-1449,4239円,105分,105.4%,3716件
16,1450-1499,4203円,101分,105.5%,3647件
17,1500-1549,4377円,100分,105.9%,3522件
18,1550-1599,4442円,96分,106.1%,3467件
19,1600-1649,4441円,94分,106.3%,3373件
20,1650-1699,4636円,92分,106.7%,3216件
21,1700-1749,4437円,89分,106.7%,3276件
22,1750-1799,4906円,85分,107.7%,3225件
23,1800-1849,4677円,81分,107.7%,2984件
24,1850-1899,5373円,79分,109.1%,3048件
25,1900-1949,5436円,76分,109.5%,2970件
26,1950-1999,5261円,73分,109.6%,2867件
27,2000-2049,5368円,70分,110.2%,2784件
28,2050-2099,5552円,67分,111%,2706件
29,2100-2149,5628円,64分,111.7%,2647件
30,2150-2199,6061円,60分,113.4%,2543件
31,2200-2249,6349円,57分,114.9%,2522件
32,2250-2299,6273円,54分,115.4%,2456件
33,2300-2349,6629円,51分,117.4%,2365件
34,2350-2399,6793円,48分,118.9%,2424件
35,2400-2449,7110円,46分,120.8%,2266件
36,2450-2499,7126円,45分,121.3%,1926件
