,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3739円,130分,103.8%,1742件
1,1000-1049,3854円,129分,104%,1532件
2,1050-1099,3816円,126分,104%,1481件
3,1100-1149,4058円,125分,104.3%,1354件
4,1150-1199,3690円,120分,104.1%,1272件
5,1200-1249,4367円,120分,104.9%,1289件
6,1250-1299,4498円,116分,105.2%,1209件
7,1300-1349,4301円,115分,105%,1134件
8,1350-1399,4718円,110分,105.7%,1211件
9,1400-1449,5281円,107分,106.6%,1196件
10,1450-1499,4484円,105分,105.7%,1068件
11,1500-1549,5332円,103分,106.9%,938件
12,1550-1599,5283円,101分,107%,960件
13,1600-1649,5379円,98分,107.3%,961件
14,1650-1699,4925円,94分,107%,886件
15,1700-1749,5395円,91分,107.9%,920件
16,1750-1799,5803円,88分,108.8%,852件
17,1800-1849,6187円,84分,109.8%,840件
18,1850-1899,5723円,79分,109.6%,833件
19,1900-1949,5799円,78分,109.9%,743件
20,1950-1999,5722円,75分,110.2%,773件
21,2000-2049,5771円,73分,110.5%,725件
22,2050-2099,6164円,69分,111.9%,715件
23,2100-2149,7002円,65分,114.4%,690件
24,2150-2199,6617円,63分,114.1%,708件
25,2200-2249,6504円,59分,114.7%,610件
26,2250-2299,6484円,56分,115.4%,610件
27,2300-2349,6715円,52分,117.1%,579件
28,2350-2399,6971円,49分,119.1%,565件
29,2400-2449,7235円,46分,120.8%,563件
30,2450-2499,7717円,46分,122.5%,545件
31,2500-2549,8567円,43分,126.4%,592件
32,2550-2599,9001円,41分,129.1%,532件
33,2600-2649,9292円,39分,131.4%,552件
34,2650-2699,10202円,37分,136.3%,488件
35,2700-2749,10556円,36分,139.1%,464件
36,2750-2799,11422円,33分,146.4%,427件
37,2800-2849,12156円,30分,153.4%,381件
38,2850-2899,13421円,27分,166.2%,337件
39,2900-2949,14099円,24分,179%,264件
